,id,answers
10,33,http://dbpedia.org/resource/Adam_Tanner_(mathematician) http://dbpedia.org/resource/Karl_Leonhard_Reinhold http://dbpedia.org/resource/Anton_G%C3%BCnther http://dbpedia.org/resource/Johann_Heinrich_Pabst http://dbpedia.org/resource/Nachman_Krochmal http://dbpedia.org/resource/Johann_Heinrich_Loewe
11,34,http://dbpedia.org/resource/Sean_O'Connor_(producer) http://dbpedia.org/resource/Sean_O'Connor_(producer) http://dbpedia.org/resource/Julia_Clements http://dbpedia.org/resource/Steve_Taylor_(author) http://dbpedia.org/resource/Charles_Palliser http://dbpedia.org/resource/Samuel_Ireland
12,35,http://dbpedia.org/resource/Nick_Jameson http://dbpedia.org/resource/Pete_Ploszek
13,36,http://dbpedia.org/resource/David_Krae http://dbpedia.org/resource/Siavash_Kheirabi http://dbpedia.org/resource/Jason_Day_(actor)
14,38,http://dbpedia.org/resource/Steven_Cole http://dbpedia.org/resource/Ira_Aldridge http://dbpedia.org/resource/Earl_Cameron_(actor) http://dbpedia.org/resource/Carmen_Munroe http://dbpedia.org/resource/Johnny_Sekka http://dbpedia.org/resource/Norman_Beaton
15,39,http://dbpedia.org/resource/Steven_Cole http://dbpedia.org/resource/Ira_Aldridge http://dbpedia.org/resource/Earl_Cameron_(actor) http://dbpedia.org/resource/Carmen_Munroe http://dbpedia.org/resource/Johnny_Sekka http://dbpedia.org/resource/Norman_Beaton http://dbpedia.org/resource/Allister_Bain http://dbpedia.org/resource/Kenny_Lynch http://dbpedia.org/resource/Louis_Mahoney http://dbpedia.org/resource/Rudolph_Walker
16,41,http://dbpedia.org/resource/Hovhannes_Abelian http://dbpedia.org/resource/Petros_Adamian http://dbpedia.org/resource/Petros_Adamian http://dbpedia.org/resource/Vagharsh_Vagharshian http://dbpedia.org/resource/Hrachia_Nersisyan http://dbpedia.org/resource/Akim_Tamiroff http://dbpedia.org/resource/Gr%C3%A9goire_Aslan http://dbpedia.org/resource/Gr%C3%A9goire_Aslan http://dbpedia.org/resource/Azat_Sherents http://dbpedia.org/resource/Charles_Aznavour
17,42,http://dbpedia.org/resource/Hovhannes_Abelian http://dbpedia.org/resource/Petros_Adamian http://dbpedia.org/resource/Petros_Adamian http://dbpedia.org/resource/Vagharsh_Vagharshian http://dbpedia.org/resource/Hrachia_Nersisyan http://dbpedia.org/resource/Akim_Tamiroff http://dbpedia.org/resource/Gr%C3%A9goire_Aslan http://dbpedia.org/resource/Gr%C3%A9goire_Aslan http://dbpedia.org/resource/Azat_Sherents http://dbpedia.org/resource/Charles_Aznavour
18,43,http://dbpedia.org/resource/Amon_Creek http://dbpedia.org/resource/International_Rivers http://dbpedia.org/resource/L%C4%ABva_(river) http://dbpedia.org/resource/Wild_river
19,56,http://dbpedia.org/resource/Villem_Gr%C3%BCnthal-Ridala http://dbpedia.org/resource/Peadar_Toner_Mac_Fhionnlaoich http://dbpedia.org/resource/Alfons_Maniura http://dbpedia.org/resource/Claire_Beck_Loos http://dbpedia.org/resource/Severino_Reyes http://dbpedia.org/resource/Chaudhry_Afzal_Haq http://dbpedia.org/resource/Robert_Hunter_(author) http://dbpedia.org/resource/George_Fort_Gibbs http://dbpedia.org/resource/Miran_Jarc http://dbpedia.org/resource/Lee_Hyo-seok http://dbpedia.org/resource/L%C3%A9on_Daudet http://dbpedia.org/resource/Violet_Hunt http://dbpedia.org/resource/Dorothy_Wall http://dbpedia.org/resource/Hmawbi_Saya_Thein http://dbpedia.org/resource/Joseph_Millott_Severn http://dbpedia.org/resource/Lilian_Whiting http://dbpedia.org/resource/Tone_%C4%8Cufar http://dbpedia.org/resource/Edward_Irenaeus_Prime-Stevenson http://dbpedia.org/resource/R%C4%B1za_Nur http://dbpedia.org/resource/Po_Kya http://dbpedia.org/resource/Jorge_Cuesta http://dbpedia.org/resource/Augustyn_Suski http://dbpedia.org/resource/Maurycy_Allerhand http://dbpedia.org/resource/Henryka_%C5%81azowert%C3%B3wna http://dbpedia.org/resource/Daniil_Kharms http://dbpedia.org/resource/Ivan_Panin http://dbpedia.org/resource/Konstantin_Balmont http://dbpedia.org/resource/Rachel_Field http://dbpedia.org/resource/Eleanor_Hoyt_Brainerd http://dbpedia.org/resource/Charles_Alden_Seltzer http://dbpedia.org/resource/Mikhail_Osorgin http://dbpedia.org/resource/Robert_Musil http://dbpedia.org/resource/Lucy_Maud_Montgomery http://dbpedia.org/resource/Miguel_Hern%C3%A1ndez http://dbpedia.org/resource/Hakush%C5%AB_Kitahara http://dbpedia.org/resource/Alexander_Belyayev http://dbpedia.org/resource/Roberto_Arlt http://dbpedia.org/resource/Vladislav_Van%C4%8Dura http://dbpedia.org/resource/Yanka_Kupala http://dbpedia.org/resource/Milan_Re%C5%A1etar http://dbpedia.org/resource/Will_James_(artist) http://dbpedia.org/resource/Nictzin_Dyalhis http://dbpedia.org/resource/Bruno_Schulz http://dbpedia.org/resource/Franciszka_Arnsztajnowa http://dbpedia.org/resource/Nikola_Vaptsarov http://dbpedia.org/resource/Fritz_L%C3%B6hner-Beda http://dbpedia.org/resource/M%C3%A0rius_Torres http://dbpedia.org/resource/Sakutar%C5%8D_Hagiwara http://dbpedia.org/resource/Edmund_Hodgson_Smart http://dbpedia.org/resource/Arthur_Elmore_Bostwick http://dbpedia.org/resource/Charles_Henry_Chomley http://dbpedia.org/resource/Akiko_Yosano http://dbpedia.org/resource/Lev_Nussimbaum http://dbpedia.org/resource/Olena_Teliha http://dbpedia.org/resource/Ir%C3%A8ne_N%C3%A9mirovsky http://dbpedia.org/resource/Josef_Svatopluk_Machar http://dbpedia.org/resource/Neel_Doff
20,57,"http://dbpedia.org/resource/Muhammed_Hamdi_Yaz%C4%B1r http://dbpedia.org/resource/Themistocles_Gluck http://dbpedia.org/resource/Hans_Leopold_Meyer http://dbpedia.org/resource/Alexei_Alexeyevich_Ukhtomsky http://dbpedia.org/resource/Ernest_Gibbins http://dbpedia.org/resource/Caroline_Augusta_Foley_Rhys_Davids http://dbpedia.org/resource/Marcellin_Boule http://dbpedia.org/resource/Oleg_Losev http://dbpedia.org/resource/Kaarlo_Linkola http://dbpedia.org/resource/Max_Bodenstein http://dbpedia.org/resource/Julius_Tr%C3%B6ger http://dbpedia.org/resource/Robert_Remak_(mathematician) http://dbpedia.org/resource/Vernon_Orlando_Bailey http://dbpedia.org/resource/George_Paul_Engelhardt http://dbpedia.org/resource/Georg_Alexander_Pick http://dbpedia.org/resource/Alfred_Tauber http://dbpedia.org/resource/Lawrence_Joseph_Henderson http://dbpedia.org/resource/Wilhelm_Traube http://dbpedia.org/resource/Raymond_Lindeman http://dbpedia.org/resource/Felix_Hausdorff http://dbpedia.org/resource/Jean_Baptiste_Perrin http://dbpedia.org/resource/Stanis%C5%82aw_Zaremba_(mathematician) http://dbpedia.org/resource/Clinton_Hart_Merriam http://dbpedia.org/resource/Alex_Dow http://dbpedia.org/resource/Dorothea_Klumpke http://dbpedia.org/resource/Martin_Kirschner http://dbpedia.org/resource/Ludwig_Aschoff http://dbpedia.org/resource/Oskar_Bolza http://dbpedia.org/resource/Frank_Ellis_Boynton http://dbpedia.org/resource/Arthur_Newell_Talbot http://dbpedia.org/resource/Bronis%C5%82aw_Malinowski http://dbpedia.org/resource/Flinders_Petrie http://dbpedia.org/resource/William_Henry_Bragg http://dbpedia.org/resource/Karl_Heinz_Bremer http://dbpedia.org/resource/Moses_Sch%C3%B6nfinkel http://dbpedia.org/resource/Leonid_Kulik http://dbpedia.org/resource/Ivan_Horbachevsky http://dbpedia.org/resource/Mikhail_Kravchuk http://dbpedia.org/resource/Marcus_Ward_Lyon,_Jr. http://dbpedia.org/resource/Heber_Doust_Curtis http://dbpedia.org/resource/Joseph_Larmor http://dbpedia.org/resource/J._Norman_Collie http://dbpedia.org/resource/Adolf_Mayer http://dbpedia.org/resource/Charles_Schuchert http://dbpedia.org/resource/Nicholas_Adontz http://dbpedia.org/resource/Richard_Willst%C3%A4tter http://dbpedia.org/resource/Philip_Torchio http://dbpedia.org/resource/Alfred_William_Flux http://dbpedia.org/resource/Rufus_Edward_Foster http://dbpedia.org/resource/Louis_Roule"
21,58,"http://dbpedia.org/resource/Muhammed_Hamdi_Yaz%C4%B1r http://dbpedia.org/resource/Muhammed_Hamdi_Yaz%C4%B1r http://dbpedia.org/resource/Themistocles_Gluck http://dbpedia.org/resource/Hans_Leopold_Meyer http://dbpedia.org/resource/Alexei_Alexeyevich_Ukhtomsky http://dbpedia.org/resource/Ernest_Gibbins http://dbpedia.org/resource/Ernest_Gibbins http://dbpedia.org/resource/Caroline_Augusta_Foley_Rhys_Davids http://dbpedia.org/resource/Marcellin_Boule http://dbpedia.org/resource/Oleg_Losev http://dbpedia.org/resource/Oleg_Losev http://dbpedia.org/resource/Oleg_Losev http://dbpedia.org/resource/Kaarlo_Linkola http://dbpedia.org/resource/Max_Bodenstein http://dbpedia.org/resource/Julius_Tr%C3%B6ger http://dbpedia.org/resource/Julius_Tr%C3%B6ger http://dbpedia.org/resource/Robert_Remak_(mathematician) http://dbpedia.org/resource/Vernon_Orlando_Bailey http://dbpedia.org/resource/Vernon_Orlando_Bailey http://dbpedia.org/resource/George_Paul_Engelhardt http://dbpedia.org/resource/George_Paul_Engelhardt http://dbpedia.org/resource/Georg_Alexander_Pick http://dbpedia.org/resource/Georg_Alexander_Pick http://dbpedia.org/resource/Alfred_Tauber http://dbpedia.org/resource/Lawrence_Joseph_Henderson http://dbpedia.org/resource/Wilhelm_Traube http://dbpedia.org/resource/Raymond_Lindeman http://dbpedia.org/resource/Raymond_Lindeman http://dbpedia.org/resource/Felix_Hausdorff http://dbpedia.org/resource/Jean_Baptiste_Perrin http://dbpedia.org/resource/Stanis%C5%82aw_Zaremba_(mathematician) http://dbpedia.org/resource/Clinton_Hart_Merriam http://dbpedia.org/resource/Alex_Dow http://dbpedia.org/resource/Dorothea_Klumpke http://dbpedia.org/resource/Dorothea_Klumpke http://dbpedia.org/resource/Martin_Kirschner http://dbpedia.org/resource/Ludwig_Aschoff http://dbpedia.org/resource/Oskar_Bolza http://dbpedia.org/resource/Frank_Ellis_Boynton http://dbpedia.org/resource/Arthur_Newell_Talbot http://dbpedia.org/resource/Bronis%C5%82aw_Malinowski http://dbpedia.org/resource/Flinders_Petrie http://dbpedia.org/resource/William_Henry_Bragg http://dbpedia.org/resource/William_Henry_Bragg http://dbpedia.org/resource/Karl_Heinz_Bremer http://dbpedia.org/resource/Moses_Sch%C3%B6nfinkel http://dbpedia.org/resource/Moses_Sch%C3%B6nfinkel http://dbpedia.org/resource/Leonid_Kulik http://dbpedia.org/resource/Leonid_Kulik http://dbpedia.org/resource/Ivan_Horbachevsky http://dbpedia.org/resource/Ivan_Horbachevsky http://dbpedia.org/resource/Mikhail_Kravchuk http://dbpedia.org/resource/Mikhail_Kravchuk http://dbpedia.org/resource/Marcus_Ward_Lyon,_Jr. http://dbpedia.org/resource/Marcus_Ward_Lyon,_Jr. http://dbpedia.org/resource/Heber_Doust_Curtis http://dbpedia.org/resource/Heber_Doust_Curtis http://dbpedia.org/resource/Joseph_Larmor http://dbpedia.org/resource/J._Norman_Collie http://dbpedia.org/resource/Adolf_Mayer http://dbpedia.org/resource/Charles_Schuchert http://dbpedia.org/resource/Nicholas_Adontz http://dbpedia.org/resource/Richard_Willst%C3%A4tter http://dbpedia.org/resource/Richard_Willst%C3%A4tter http://dbpedia.org/resource/Philip_Torchio http://dbpedia.org/resource/Alfred_William_Flux http://dbpedia.org/resource/Rufus_Edward_Foster http://dbpedia.org/resource/Louis_Roule"
22,59,http://dbpedia.org/resource/Muhammed_Hamdi_Yaz%C4%B1r http://dbpedia.org/resource/Muhammed_Hamdi_Yaz%C4%B1r http://dbpedia.org/resource/Themistocles_Gluck http://dbpedia.org/resource/Hans_Leopold_Meyer http://dbpedia.org/resource/Alexei_Alexeyevich_Ukhtomsky http://dbpedia.org/resource/Ernest_Gibbins http://dbpedia.org/resource/Ernest_Gibbins http://dbpedia.org/resource/Caroline_Augusta_Foley_Rhys_Davids http://dbpedia.org/resource/Marcellin_Boule http://dbpedia.org/resource/Oleg_Losev
23,60,http://dbpedia.org/resource/Muhammed_Hamdi_Yaz%C4%B1r http://dbpedia.org/resource/Muhammed_Hamdi_Yaz%C4%B1r http://dbpedia.org/resource/Themistocles_Gluck http://dbpedia.org/resource/Hans_Leopold_Meyer http://dbpedia.org/resource/Alexei_Alexeyevich_Ukhtomsky http://dbpedia.org/resource/Ernest_Gibbins http://dbpedia.org/resource/Ernest_Gibbins http://dbpedia.org/resource/Caroline_Augusta_Foley_Rhys_Davids http://dbpedia.org/resource/Marcellin_Boule http://dbpedia.org/resource/Oleg_Losev
24,61,http://dbpedia.org/resource/Jens_Arup_Seip http://dbpedia.org/resource/John_C._Sheehan http://dbpedia.org/resource/John_C._Sheehan http://dbpedia.org/resource/Bernhard_Walthard http://dbpedia.org/resource/K._W._Swart http://dbpedia.org/resource/K._W._Swart http://dbpedia.org/resource/Herman_Wold http://dbpedia.org/resource/K._G._Ramanathan http://dbpedia.org/resource/K._G._Ramanathan http://dbpedia.org/resource/Magnus_Pyke
25,62,http://dbpedia.org/resource/Jens_Arup_Seip http://dbpedia.org/resource/John_C._Sheehan http://dbpedia.org/resource/John_C._Sheehan http://dbpedia.org/resource/Bernhard_Walthard http://dbpedia.org/resource/K._W._Swart http://dbpedia.org/resource/K._W._Swart http://dbpedia.org/resource/Herman_Wold http://dbpedia.org/resource/K._G._Ramanathan http://dbpedia.org/resource/K._G._Ramanathan http://dbpedia.org/resource/Magnus_Pyke
26,63,http://dbpedia.org/resource/Jens_Arup_Seip http://dbpedia.org/resource/John_C._Sheehan http://dbpedia.org/resource/John_C._Sheehan http://dbpedia.org/resource/Bernhard_Walthard http://dbpedia.org/resource/K._W._Swart http://dbpedia.org/resource/K._W._Swart http://dbpedia.org/resource/Herman_Wold http://dbpedia.org/resource/K._G._Ramanathan http://dbpedia.org/resource/K._G._Ramanathan http://dbpedia.org/resource/Magnus_Pyke
