,query
10,"SELECT DISTINCT (str(?label) as ?label) ?lng ?lat ?abstract ?link ?thumbnail  (GROUP_CONCAT(?type; separator=',') as ?types)  WHERE { ?res <http://www.w3.org/2003/01/geo/wgs84_pos#long> ?lng. ?res <http://www.w3.org/2003/01/geo/wgs84_pos#lat> ?lat. ?res rdfs:label ?label . ?res foaf:isPrimaryTopicOf ?link. ?res <http://dbpedia.org/ontology/thumbnail> ?thumbnail. ?res <http://dbpedia.org/ontology/abstract> ?abstract. ?res rdf:type ?type_url . ?type_url rdfs:label ?type . FILTER ((?lng > 14.858456254005432 AND ?lng < 14.862479567527771 AND ?lat > 37.649178432024314 AND ?lat < 37.651217137762906) AND  !(?lng > 14.84325885772705 AND ?lng < 14.859352111816406 AND ?lat > 37.64405593690739 AND ?lat < 37.652210986518355) AND  !(?lng > 14.855892062187195 AND ?lng < 14.859915375709535 AND ?lat > 37.64773431493183 AND ?lat < 37.64977306031257) AND  !(?lng > 14.857479929924011 AND ?lng < 14.86150324344635 AND ?lat > 37.64745398306536 AND ?lat < 37.64949273614129) AND  !(?lng > 14.857699871063232 AND ?lng < 14.861723184585573 AND ?lat > 37.64840116072573 AND ?lat < 37.650439887801184) AND  LANG(?abstract)='it' AND LANG(?type)='en') } Limit 100"
11,"SELECT DISTINCT (str(?label) as ?label) ?lng ?lat ?abstract ?link ?thumbnail  (GROUP_CONCAT(?type; separator=',') as ?types)  WHERE { ?res <http://www.w3.org/2003/01/geo/wgs84_pos#long> ?lng. ?res <http://www.w3.org/2003/01/geo/wgs84_pos#lat> ?lat. ?res rdfs:label ?label . ?res foaf:isPrimaryTopicOf ?link. ?res <http://dbpedia.org/ontology/thumbnail> ?thumbnail. ?res <http://dbpedia.org/ontology/abstract> ?abstract. ?res rdf:type ?type_url . ?type_url rdfs:label ?type . FILTER ((?lng > 14.859883189201353 AND ?lng < 14.863906502723694 AND ?lat > 37.64970085570295 AND ?lat < 37.65173954710027) AND  !(?lng > 14.855892062187195 AND ?lng < 14.859915375709535 AND ?lat > 37.64773431493183 AND ?lat < 37.64977306031257) AND  !(?lng > 14.857699871063232 AND ?lng < 14.861723184585573 AND ?lat > 37.64840116072573 AND ?lat < 37.650439887801184) AND  !(?lng > 14.858456254005432 AND ?lng < 14.862479567527771 AND ?lat > 37.649178432024314 AND ?lat < 37.651217137762906) AND  LANG(?abstract)='it' AND LANG(?type)='en') } Limit 100"
12,"SELECT DISTINCT (str(?label) as ?label) ?lng ?lat ?abstract ?link ?thumbnail  (GROUP_CONCAT(?type; separator=',') as ?types)  WHERE { ?res <http://www.w3.org/2003/01/geo/wgs84_pos#long> ?lng. ?res <http://www.w3.org/2003/01/geo/wgs84_pos#lat> ?lat. ?res rdfs:label ?label . ?res foaf:isPrimaryTopicOf ?link. ?res <http://dbpedia.org/ontology/thumbnail> ?thumbnail. ?res <http://dbpedia.org/ontology/abstract> ?abstract. ?res rdf:type ?type_url . ?type_url rdfs:label ?type . FILTER ((?lng > 14.861669540405273 AND ?lng < 14.865692853927612 AND ?lat > 37.65020203919284 AND ?lat < 37.652240716831784) AND  !(?lng > 14.857699871063232 AND ?lng < 14.861723184585573 AND ?lat > 37.64840116072573 AND ?lat < 37.650439887801184) AND  !(?lng > 14.858456254005432 AND ?lng < 14.862479567527771 AND ?lat > 37.649178432024314 AND ?lat < 37.651217137762906) AND  !(?lng > 14.859883189201353 AND ?lng < 14.863906502723694 AND ?lat > 37.64970085570295 AND ?lat < 37.65173954710027) AND  LANG(?abstract)='it' AND LANG(?type)='en') } Limit 100"
13,"SELECT DISTINCT (str(?label) as ?label) ?lng ?lat ?abstract ?link ?thumbnail  (GROUP_CONCAT(?type; separator=',') as ?types)  WHERE { ?res <http://www.w3.org/2003/01/geo/wgs84_pos#long> ?lng. ?res <http://www.w3.org/2003/01/geo/wgs84_pos#lat> ?lat. ?res rdfs:label ?label . ?res foaf:isPrimaryTopicOf ?link. ?res <http://dbpedia.org/ontology/thumbnail> ?thumbnail. ?res <http://dbpedia.org/ontology/abstract> ?abstract. ?res rdf:type ?type_url . ?type_url rdfs:label ?type . FILTER ((?lng > 14.859089255332949 AND ?lng < 14.863112568855284 AND ?lat > 37.65025725411621 AND ?lat < 37.65229593023944) AND  !(?lng > 14.84325885772705 AND ?lng < 14.859352111816406 AND ?lat > 37.64405593690739 AND ?lat < 37.652210986518355) AND  !(?lng > 14.857699871063232 AND ?lng < 14.861723184585573 AND ?lat > 37.64840116072573 AND ?lat < 37.650439887801184) AND  !(?lng > 14.858456254005432 AND ?lng < 14.862479567527771 AND ?lat > 37.649178432024314 AND ?lat < 37.651217137762906) AND  !(?lng > 14.859883189201353 AND ?lng < 14.863906502723694 AND ?lat > 37.64970085570295 AND ?lat < 37.65173954710027) AND  !(?lng > 14.861669540405273 AND ?lng < 14.865692853927612 AND ?lat > 37.65020203919284 AND ?lat < 37.652240716831784) AND  LANG(?abstract)='it' AND LANG(?type)='en') } Limit 100"
14,"SELECT DISTINCT (str(?label) as ?label) ?lng ?lat ?abstract ?link ?thumbnail  (GROUP_CONCAT(?type; separator=',') as ?types)  WHERE { ?res <http://www.w3.org/2003/01/geo/wgs84_pos#long> ?lng. ?res <http://www.w3.org/2003/01/geo/wgs84_pos#lat> ?lat. ?res rdfs:label ?label . ?res foaf:isPrimaryTopicOf ?link. ?res <http://dbpedia.org/ontology/thumbnail> ?thumbnail. ?res <http://dbpedia.org/ontology/abstract> ?abstract. ?res rdf:type ?type_url . ?type_url rdfs:label ?type . FILTER ((?lng > 14.858686923980713 AND ?lng < 14.862710237503054 AND ?lat > 37.65051209169228 AND ?lat < 37.65255076081968) AND  !(?lng > 14.84325885772705 AND ?lng < 14.859352111816406 AND ?lat > 37.64405593690739 AND ?lat < 37.652210986518355) AND  !(?lng > 14.858456254005432 AND ?lng < 14.862479567527771 AND ?lat > 37.649178432024314 AND ?lat < 37.651217137762906) AND  !(?lng > 14.859883189201353 AND ?lng < 14.863906502723694 AND ?lat > 37.64970085570295 AND ?lat < 37.65173954710027) AND  !(?lng > 14.861669540405273 AND ?lng < 14.865692853927612 AND ?lat > 37.65020203919284 AND ?lat < 37.652240716831784) AND  !(?lng > 14.859089255332949 AND ?lng < 14.863112568855284 AND ?lat > 37.65025725411621 AND ?lat < 37.65229593023944) AND  LANG(?abstract)='it' AND LANG(?type)='en') } Limit 100"
15,"SELECT DISTINCT (str(?label) as ?label) ?lng ?lat ?abstract ?link ?thumbnail  (GROUP_CONCAT(?type; separator=',') as ?types)  WHERE { ?res <http://www.w3.org/2003/01/geo/wgs84_pos#long> ?lng. ?res <http://www.w3.org/2003/01/geo/wgs84_pos#lat> ?lat. ?res rdfs:label ?label . ?res foaf:isPrimaryTopicOf ?link. ?res <http://dbpedia.org/ontology/thumbnail> ?thumbnail. ?res <http://dbpedia.org/ontology/abstract> ?abstract. ?res rdf:type ?type_url . ?type_url rdfs:label ?type . FILTER ((?lng > 14.855918884277344 AND ?lng < 14.863965511322021 AND ?lat > 37.64944176799646 AND ?lat < 37.653519109049334) AND  !(?lng > 14.841585159301758 AND ?lng < 14.857678413391112 AND ?lat > 37.64257773830995 AND ?lat < 37.650732950217495) AND  !(?lng > 14.84325885772705 AND ?lng < 14.859352111816406 AND ?lat > 37.64405593690739 AND ?lat < 37.652210986518355) AND  !(?lng > 14.849449396133421 AND ?lng < 14.857496023178099 AND ?lat > 37.645517115806214 AND ?lat < 37.649594672326) AND  !(?lng > 14.853853583335876 AND ?lng < 14.857876896858215 AND ?lat > 37.64823126427657 AND ?lat < 37.65026999601581) AND  !(?lng > 14.855892062187195 AND ?lng < 14.859915375709535 AND ?lat > 37.64773431493183 AND ?lat < 37.64977306031257) AND  !(?lng > 14.857479929924011 AND ?lng < 14.86150324344635 AND ?lat > 37.64745398306536 AND ?lat < 37.64949273614129) AND  !%"
16,"SELECT DISTINCT (str(?label) as ?label) ?lng ?lat ?abstract ?link ?thumbnail  (GROUP_CONCAT(?type; separator=',') as ?types)  WHERE { ?res <http://www.w3.org/2003/01/geo/wgs84_pos#long> ?lng. ?res <http://www.w3.org/2003/01/geo/wgs84_pos#lat> ?lat. ?res rdfs:label ?label . ?res foaf:isPrimaryTopicOf ?link. ?res <http://dbpedia.org/ontology/thumbnail> ?thumbnail. ?res <http://dbpedia.org/ontology/abstract> ?abstract. ?res rdf:type ?type_url . ?type_url rdfs:label ?type . FILTER ((?lng > 14.859995841979982 AND ?lng < 14.868042469024656 AND ?lat > 37.6500024156657 AND ?lat < 37.654079725936946) AND  !(?lng > 14.857699871063232 AND ?lng < 14.861723184585573 AND ?lat > 37.64840116072573 AND ?lat < 37.650439887801184) AND  !(?lng > 14.858456254005432 AND ?lng < 14.862479567527771 AND ?lat > 37.649178432024314 AND ?lat < 37.651217137762906) AND  !(?lng > 14.859883189201353 AND ?lng < 14.863906502723694 AND ?lat > 37.64970085570295 AND ?lat < 37.65173954710027) AND  !(?lng > 14.861669540405273 AND ?lng < 14.865692853927612 AND ?lat > 37.65020203919284 AND ?lat < 37.652240716831784) AND  !(?lng > 14.859089255332949 AND ?lng < 14.863112568855284 AND ?lat > 37.65025725411621 AND ?lat < 37.65229593023944) AND  !(?lng > 14.858686923980713 AND ?lng < 14.862710237503054 AND ?lat > 37.65051209169228 AND ?lat < 37.65255076081968) AND  "
17,"SELECT DISTINCT (str(?label) as ?label) ?lng ?lat ?abstract ?link ?thumbnail  (GROUP_CONCAT(?type; separator=',') as ?types)  WHERE { ?res <http://www.w3.org/2003/01/geo/wgs84_pos#long> ?lng. ?res <http://www.w3.org/2003/01/geo/wgs84_pos#lat> ?lat. ?res rdfs:label ?label . ?res foaf:isPrimaryTopicOf ?link. ?res <http://dbpedia.org/ontology/thumbnail> ?thumbnail. ?res <http://dbpedia.org/ontology/abstract> ?abstract. ?res rdf:type ?type_url . ?type_url rdfs:label ?type . FILTER ((?lng > 14.861594438552856 AND ?lng < 14.869641065597534 AND ?lat > 37.648396913319246 AND ?lat < 37.65247431173742) AND  !(?lng > 14.857699871063232 AND ?lng < 14.861723184585573 AND ?lat > 37.64840116072573 AND ?lat < 37.650439887801184) AND  !(?lng > 14.858456254005432 AND ?lng < 14.862479567527771 AND ?lat > 37.649178432024314 AND ?lat < 37.651217137762906) AND  !(?lng > 14.859883189201353 AND ?lng < 14.863906502723694 AND ?lat > 37.64970085570295 AND ?lat < 37.65173954710027) AND  !(?lng > 14.861669540405273 AND ?lng < 14.865692853927612 AND ?lat > 37.65020203919284 AND ?lat < 37.652240716831784) AND  !(?lng > 14.859089255332949 AND ?lng < 14.863112568855284 AND ?lat > 37.65025725411621 AND ?lat < 37.65229593023944) AND  !(?lng > 14.858686923980713 AND ?lng < 14.862710237503054 AND ?lat > 37.65051209169228 AND ?lat < 37.65255076081968) AND %2"
18,"SELECT DISTINCT (str(?label) as ?label) ?lng ?lat ?abstract ?link ?thumbnail  (GROUP_CONCAT(?type; separator=',') as ?types)  WHERE { ?res <http://www.w3.org/2003/01/geo/wgs84_pos#long> ?lng. ?res <http://www.w3.org/2003/01/geo/wgs84_pos#lat> ?lat. ?res rdfs:label ?label . ?res foaf:isPrimaryTopicOf ?link. ?res <http://dbpedia.org/ontology/thumbnail> ?thumbnail. ?res <http://dbpedia.org/ontology/abstract> ?abstract. ?res rdf:type ?type_url . ?type_url rdfs:label ?type . FILTER ((?lng > 14.86124038696289 AND ?lng < 14.86928701400757 AND ?lat > 37.64714816527701 AND ?lat < 37.65122563225306) AND  !(?lng > 14.857479929924011 AND ?lng < 14.86150324344635 AND ?lat > 37.64745398306536 AND ?lat < 37.64949273614129) AND  !(?lng > 14.857699871063232 AND ?lng < 14.861723184585573 AND ?lat > 37.64840116072573 AND ?lat < 37.650439887801184) AND  !(?lng > 14.858456254005432 AND ?lng < 14.862479567527771 AND ?lat > 37.649178432024314 AND ?lat < 37.651217137762906) AND  !(?lng > 14.859883189201353 AND ?lng < 14.863906502723694 AND ?lat > 37.64970085570295 AND ?lat < 37.65173954710027) AND  !(?lng > 14.861669540405273 AND ?lng < 14.865692853927612 AND ?lat > 37.65020203919284 AND ?lat < 37.652240716831784) AND  !(?lng > 14.859089255332949 AND ?lng < 14.863112568855284 AND ?lat > 37.65025725411621 AND ?lat < 37.65229593023944) AND  !"
19,"SELECT DISTINCT (str(?label) as ?label) ?lng ?lat ?abstract ?link ?thumbnail  (GROUP_CONCAT(?type; separator=',') as ?types)  WHERE { ?res <http://www.w3.org/2003/01/geo/wgs84_pos#long> ?lng. ?res <http://www.w3.org/2003/01/geo/wgs84_pos#lat> ?lat. ?res rdfs:label ?label . ?res foaf:isPrimaryTopicOf ?link. ?res <http://dbpedia.org/ontology/thumbnail> ?thumbnail. ?res <http://dbpedia.org/ontology/abstract> ?abstract. ?res rdf:type ?type_url . ?type_url rdfs:label ?type . FILTER ((?lng > 14.861669540405273 AND ?lng < 14.869716167449951 AND ?lat > 37.64538119340025 AND ?lat < 37.64945875738194) AND  !(?lng > 14.857699871063232 AND ?lng < 14.861723184585573 AND ?lat > 37.64840116072573 AND ?lat < 37.650439887801184) AND  !(?lng > 14.858456254005432 AND ?lng < 14.862479567527771 AND ?lat > 37.649178432024314 AND ?lat < 37.651217137762906) AND  !(?lng > 14.855918884277344 AND ?lng < 14.863965511322021 AND ?lat > 37.64944176799646 AND ?lat < 37.653519109049334) AND  !(?lng > 14.861594438552856 AND ?lng < 14.869641065597534 AND ?lat > 37.648396913319246 AND ?lat < 37.65247431173742) AND  !(?lng > 14.86124038696289 AND ?lng < 14.86928701400757 AND ?lat > 37.64714816527701 AND ?lat < 37.65122563225306) AND  LANG(?abstract)='it' AND LANG(?type)='en') } Limit 100"
20,"SELECT DISTINCT (str(?label) as ?label) ?lng ?lat ?abstract ?link ?thumbnail  (GROUP_CONCAT(?type; separator=',') as ?types)  WHERE { ?res <http://www.w3.org/2003/01/geo/wgs84_pos#long> ?lng. ?res <http://www.w3.org/2003/01/geo/wgs84_pos#lat> ?lat. ?res rdfs:label ?label . ?res foaf:isPrimaryTopicOf ?link. ?res <http://dbpedia.org/ontology/thumbnail> ?thumbnail. ?res <http://dbpedia.org/ontology/abstract> ?abstract. ?res rdf:type ?type_url . ?type_url rdfs:label ?type . FILTER ((?lng > 14.86250638961792 AND ?lng < 14.870553016662598 AND ?lat > 37.644302300480476 AND ?lat < 37.64837992369084) AND  !(?lng > 14.86124038696289 AND ?lng < 14.86928701400757 AND ?lat > 37.64714816527701 AND ?lat < 37.65122563225306) AND  !(?lng > 14.861669540405273 AND ?lng < 14.869716167449951 AND ?lat > 37.64538119340025 AND ?lat < 37.64945875738194) AND  LANG(?abstract)='it' AND LANG(?type)='en') } Limit 100"
