,query
10,"SELECT DISTINCT (str(?label) as ?label) ?lng ?lat ?abstract ?link ?thumbnail  (GROUP_CONCAT(?type; separator=',') as ?types)  WHERE { ?res <http://www.w3.org/2003/01/geo/wgs84_pos#long> ?lng. ?res <http://www.w3.org/2003/01/geo/wgs84_pos#lat> ?lat. ?res rdfs:label ?label . ?res foaf:isPrimaryTopicOf ?link. ?res <http://dbpedia.org/ontology/thumbnail> ?thumbnail. ?res <http://dbpedia.org/ontology/abstract> ?abstract. ?res rdf:type ?type_url . ?type_url rdfs:label ?type . FILTER ((?lng > 11.391105651855468 AND ?lng < 11.652717590332031 AND ?lat > 42.353850367002394 AND ?lat < 42.41471244478682) AND  !(?lng > 11.456186771392822 AND ?lng < 11.472537517547607 AND ?lat > 42.37381931382441 AND ?lat < 42.377623712755614) AND  !(?lng > 11.458353996276855 AND ?lng < 11.466529369354248 AND ?lat > 42.37448113728055 AND ?lat < 42.37638334550878) AND  !(?lng > 11.456186771392822 AND ?lng < 11.472537517547607 AND ?lat > 42.37381931382441 AND ?lat < 42.377623712755614) AND  !(?lng > 11.443161964416504 AND ?lng < 11.508564949035644 AND ?lat > 42.369832373481984 AND ?lat < 42.38504955243599) AND  !(?lng > 11.42578125 AND ?lng < 11.55658721923828 AND ?lat > 42.36450548968691 AND ?lat < 42.39493874129419) AND  LANG(?abstract)='it' AND LANG(?type)='en') } Limit 100"
11,"SELECT DISTINCT (str(?label) as ?label) ?lng ?lat ?abstract ?link ?thumbnail  (GROUP_CONCAT(?type; separator=',') as ?types)  WHERE { ?res <http://www.w3.org/2003/01/geo/wgs84_pos#long> ?lng. ?res <http://www.w3.org/2003/01/geo/wgs84_pos#lat> ?lat. ?res rdfs:label ?label . ?res foaf:isPrimaryTopicOf ?link. ?res <http://dbpedia.org/ontology/thumbnail> ?thumbnail. ?res <http://dbpedia.org/ontology/abstract> ?abstract. ?res rdf:type ?type_url . ?type_url rdfs:label ?type . FILTER ((?lng > 11.425695419311523 AND ?lng < 11.556501388549804 AND ?lat > 42.36469574331479 AND ?lat < 42.39512890273371) AND  !(?lng > 11.456186771392822 AND ?lng < 11.472537517547607 AND ?lat > 42.37381931382441 AND ?lat < 42.377623712755614) AND  !(?lng > 11.458353996276855 AND ?lng < 11.466529369354248 AND ?lat > 42.37448113728055 AND ?lat < 42.37638334550878) AND  !(?lng > 11.456186771392822 AND ?lng < 11.472537517547607 AND ?lat > 42.37381931382441 AND ?lat < 42.377623712755614) AND  !(?lng > 11.443161964416504 AND ?lng < 11.508564949035644 AND ?lat > 42.369832373481984 AND ?lat < 42.38504955243599) AND  !(?lng > 11.42578125 AND ?lng < 11.55658721923828 AND ?lat > 42.36450548968691 AND ?lat < 42.39493874129419) AND  !(?lng > 11.391105651855468 AND ?lng < 11.652717590332031 AND ?lat > 42.353850367002394 AND ?lat < 42.41471244478682) AND  LANG(%"
12,"SELECT DISTINCT (str(?label) as ?label) ?lng ?lat ?abstract ?link ?thumbnail  (GROUP_CONCAT(?type; separator=',') as ?types)  WHERE { ?res <http://www.w3.org/2003/01/geo/wgs84_pos#long> ?lng. ?res <http://www.w3.org/2003/01/geo/wgs84_pos#lat> ?lat. ?res rdfs:label ?label . ?res foaf:isPrimaryTopicOf ?link. ?res <http://dbpedia.org/ontology/thumbnail> ?thumbnail. ?res <http://dbpedia.org/ontology/abstract> ?abstract. ?res rdf:type ?type_url . ?type_url rdfs:label ?type . FILTER ((?lng > 11.391105651855468 AND ?lng < 11.652717590332031 AND ?lat > 42.353850367002394 AND ?lat < 42.41471244478682) AND  !(?lng > 11.456186771392822 AND ?lng < 11.472537517547607 AND ?lat > 42.37381931382441 AND ?lat < 42.377623712755614) AND  !(?lng > 11.458353996276855 AND ?lng < 11.466529369354248 AND ?lat > 42.37448113728055 AND ?lat < 42.37638334550878) AND  !(?lng > 11.456186771392822 AND ?lng < 11.472537517547607 AND ?lat > 42.37381931382441 AND ?lat < 42.377623712755614) AND  !(?lng > 11.443161964416504 AND ?lng < 11.508564949035644 AND ?lat > 42.369832373481984 AND ?lat < 42.38504955243599) AND  !(?lng > 11.42578125 AND ?lng < 11.55658721923828 AND ?lat > 42.36450548968691 AND ?lat < 42.39493874129419) AND  !(?lng > 11.391105651855468 AND ?lng < 11.652717590332031 AND ?lat > 42.353850367002394 AND ?lat < 42.41471244478682) AND  !(%"
13,"SELECT DISTINCT (str(?label) as ?label) ?lng ?lat ?abstract ?link ?thumbnail  (GROUP_CONCAT(?type; separator=',') as ?types)  WHERE { ?res <http://www.w3.org/2003/01/geo/wgs84_pos#long> ?lng. ?res <http://www.w3.org/2003/01/geo/wgs84_pos#lat> ?lat. ?res rdfs:label ?label . ?res foaf:isPrimaryTopicOf ?link. ?res <http://dbpedia.org/ontology/thumbnail> ?thumbnail. ?res <http://dbpedia.org/ontology/abstract> ?abstract. ?res rdf:type ?type_url . ?type_url rdfs:label ?type . FILTER ((?lng > 11.18408203125 AND ?lng < 12.23052978515625 AND ?lat > 42.2884848246275 AND ?lat < 42.5318323091809) AND  !(?lng > 11.456186771392822 AND ?lng < 11.472537517547607 AND ?lat > 42.37381931382441 AND ?lat < 42.377623712755614) AND  !(?lng > 11.458353996276855 AND ?lng < 11.466529369354248 AND ?lat > 42.37448113728055 AND ?lat < 42.37638334550878) AND  !(?lng > 11.456186771392822 AND ?lng < 11.472537517547607 AND ?lat > 42.37381931382441 AND ?lat < 42.377623712755614) AND  !(?lng > 11.443161964416504 AND ?lng < 11.508564949035644 AND ?lat > 42.369832373481984 AND ?lat < 42.38504955243599) AND  !(?lng > 11.42578125 AND ?lng < 11.55658721923828 AND ?lat > 42.36450548968691 AND ?lat < 42.39493874129419) AND  !(?lng > 11.391105651855468 AND ?lng < 11.652717590332031 AND ?lat > 42.353850367002394 AND ?lat < 42.41471244478682) AND  !(?lng "
14,"SELECT DISTINCT (str(?label) as ?label) ?lng ?lat ?abstract ?link ?thumbnail  (GROUP_CONCAT(?type; separator=',') as ?types)  WHERE { ?res <http://www.w3.org/2003/01/geo/wgs84_pos#long> ?lng. ?res <http://www.w3.org/2003/01/geo/wgs84_pos#lat> ?lat. ?res rdfs:label ?label . ?res foaf:isPrimaryTopicOf ?link. ?res <http://dbpedia.org/ontology/thumbnail> ?thumbnail. ?res <http://dbpedia.org/ontology/abstract> ?abstract. ?res rdf:type ?type_url . ?type_url rdfs:label ?type . FILTER ((?lng > 11.322097778320312 AND ?lng < 11.845321655273437 AND ?lat > 42.33215399891373 AND ?lat < 42.45386118849115) AND  !(?lng > 11.456186771392822 AND ?lng < 11.472537517547607 AND ?lat > 42.37381931382441 AND ?lat < 42.377623712755614) AND  !(?lng > 11.458353996276855 AND ?lng < 11.466529369354248 AND ?lat > 42.37448113728055 AND ?lat < 42.37638334550878) AND  !(?lng > 11.456186771392822 AND ?lng < 11.472537517547607 AND ?lat > 42.37381931382441 AND ?lat < 42.377623712755614) AND  !(?lng > 11.443161964416504 AND ?lng < 11.508564949035644 AND ?lat > 42.369832373481984 AND ?lat < 42.38504955243599) AND  !(?lng > 11.42578125 AND ?lng < 11.55658721923828 AND ?lat > 42.36450548968691 AND ?lat < 42.39493874129419) AND  !(?lng > 11.391105651855468 AND ?lng < 11.652717590332031 AND ?lat > 42.353850367002394 AND ?lat < 42.41471244478682) AND  !(%3"
15,"SELECT DISTINCT (str(?label) as ?label) ?lng ?lat ?abstract ?link ?thumbnail  (GROUP_CONCAT(?type; separator=',') as ?types)  WHERE { ?res <http://www.w3.org/2003/01/geo/wgs84_pos#long> ?lng. ?res <http://www.w3.org/2003/01/geo/wgs84_pos#lat> ?lat. ?res rdfs:label ?label . ?res foaf:isPrimaryTopicOf ?link. ?res <http://dbpedia.org/ontology/thumbnail> ?thumbnail. ?res <http://dbpedia.org/ontology/abstract> ?abstract. ?res rdf:type ?type_url . ?type_url rdfs:label ?type . FILTER ((?lng > 10.908050537109375 AND ?lng < 13.000946044921875 AND ?lat > 42.20105559753742 AND ?lat < 42.687482878665385) AND  !(?lng > 11.456186771392822 AND ?lng < 11.472537517547607 AND ?lat > 42.37381931382441 AND ?lat < 42.377623712755614) AND  !(?lng > 11.458353996276855 AND ?lng < 11.466529369354248 AND ?lat > 42.37448113728055 AND ?lat < 42.37638334550878) AND  !(?lng > 11.456186771392822 AND ?lng < 11.472537517547607 AND ?lat > 42.37381931382441 AND ?lat < 42.377623712755614) AND  !(?lng > 11.443161964416504 AND ?lng < 11.508564949035644 AND ?lat > 42.369832373481984 AND ?lat < 42.38504955243599) AND  !(?lng > 11.42578125 AND ?lng < 11.55658721923828 AND ?lat > 42.36450548968691 AND ?lat < 42.39493874129419) AND  !(?lng > 11.391105651855468 AND ?lng < 11.652717590332031 AND ?lat > 42.353850367002394 AND ?lat < 42.41471244478682) AND  !(%"
16,"SELECT DISTINCT (str(?label) as ?label) ?lng ?lat ?abstract ?link ?thumbnail  (GROUP_CONCAT(?type; separator=',') as ?types)  WHERE { ?res <http://www.w3.org/2003/01/geo/wgs84_pos#long> ?lng. ?res <http://www.w3.org/2003/01/geo/wgs84_pos#lat> ?lat. ?res rdfs:label ?label . ?res foaf:isPrimaryTopicOf ?link. ?res <http://dbpedia.org/ontology/thumbnail> ?thumbnail. ?res <http://dbpedia.org/ontology/abstract> ?abstract. ?res rdf:type ?type_url . ?type_url rdfs:label ?type . FILTER ((?lng > 10.34088134765625 AND ?lng < 14.52667236328125 AND ?lat > 42.02277326296908 AND ?lat < 42.994603451901305) AND  !(?lng > 11.456186771392822 AND ?lng < 11.472537517547607 AND ?lat > 42.37381931382441 AND ?lat < 42.377623712755614) AND  !(?lng > 11.458353996276855 AND ?lng < 11.466529369354248 AND ?lat > 42.37448113728055 AND ?lat < 42.37638334550878) AND  !(?lng > 11.456186771392822 AND ?lng < 11.472537517547607 AND ?lat > 42.37381931382441 AND ?lat < 42.377623712755614) AND  !(?lng > 11.443161964416504 AND ?lng < 11.508564949035644 AND ?lat > 42.369832373481984 AND ?lat < 42.38504955243599) AND  !(?lng > 11.42578125 AND ?lng < 11.55658721923828 AND ?lat > 42.36450548968691 AND ?lat < 42.39493874129419) AND  !(?lng > 11.391105651855468 AND ?lng < 11.652717590332031 AND ?lat > 42.353850367002394 AND ?lat < 42.41471244478682) AND  !(?"
17,"SELECT DISTINCT (str(?label) as ?label) ?lng ?lat ?abstract ?link ?thumbnail  (GROUP_CONCAT(?type; separator=',') as ?types)  WHERE { ?res <http://www.w3.org/2003/01/geo/wgs84_pos#long> ?lng. ?res <http://www.w3.org/2003/01/geo/wgs84_pos#lat> ?lat. ?res rdfs:label ?label . ?res foaf:isPrimaryTopicOf ?link. ?res <http://dbpedia.org/ontology/thumbnail> ?thumbnail. ?res <http://dbpedia.org/ontology/abstract> ?abstract. ?res rdf:type ?type_url . ?type_url rdfs:label ?type . FILTER ((?lng > 9.20654296875 AND ?lng < 17.578125 AND ?lat > 41.66470503009207 AND ?lat < 43.60426186809618) AND  !(?lng > 11.456186771392822 AND ?lng < 11.472537517547607 AND ?lat > 42.37381931382441 AND ?lat < 42.377623712755614) AND  !(?lng > 11.458353996276855 AND ?lng < 11.466529369354248 AND ?lat > 42.37448113728055 AND ?lat < 42.37638334550878) AND  !(?lng > 11.456186771392822 AND ?lng < 11.472537517547607 AND ?lat > 42.37381931382441 AND ?lat < 42.377623712755614) AND  !(?lng > 11.443161964416504 AND ?lng < 11.508564949035644 AND ?lat > 42.369832373481984 AND ?lat < 42.38504955243599) AND  !(?lng > 11.42578125 AND ?lng < 11.55658721923828 AND ?lat > 42.36450548968691 AND ?lat < 42.39493874129419) AND  !(?lng > 11.391105651855468 AND ?lng < 11.652717590332031 AND ?lat > 42.353850367002394 AND ?lat < 42.41471244478682) AND  !(?lng > 1"
18,"SELECT DISTINCT (str(?label) as ?label) ?lng ?lat ?abstract ?link ?thumbnail  (GROUP_CONCAT(?type; separator=',') as ?types)  WHERE { ?res <http://www.w3.org/2003/01/geo/wgs84_pos#long> ?lng. ?res <http://www.w3.org/2003/01/geo/wgs84_pos#lat> ?lat. ?res rdfs:label ?label . ?res foaf:isPrimaryTopicOf ?link. ?res <http://dbpedia.org/ontology/thumbnail> ?thumbnail. ?res <http://dbpedia.org/ontology/abstract> ?abstract. ?res rdf:type ?type_url . ?type_url rdfs:label ?type . FILTER ((?lng > 8.9263916015625 AND ?lng < 17.2979736328125 AND ?lat > 41.306697618181865 AND ?lat < 43.257205668363206) AND  !(?lng > 11.456186771392822 AND ?lng < 11.472537517547607 AND ?lat > 42.37381931382441 AND ?lat < 42.377623712755614) AND  !(?lng > 11.458353996276855 AND ?lng < 11.466529369354248 AND ?lat > 42.37448113728055 AND ?lat < 42.37638334550878) AND  !(?lng > 11.456186771392822 AND ?lng < 11.472537517547607 AND ?lat > 42.37381931382441 AND ?lat < 42.377623712755614) AND  !(?lng > 11.443161964416504 AND ?lng < 11.508564949035644 AND ?lat > 42.369832373481984 AND ?lat < 42.38504955243599) AND  !(?lng > 11.42578125 AND ?lng < 11.55658721923828 AND ?lat > 42.36450548968691 AND ?lat < 42.39493874129419) AND  !(?lng > 11.391105651855468 AND ?lng < 11.652717590332031 AND ?lat > 42.353850367002394 AND ?lat < 42.41471244478682) AND  !(?ln"
19,"SELECT DISTINCT (str(?label) as ?label) ?lng ?lat ?abstract ?link ?thumbnail  (GROUP_CONCAT(?type; separator=',') as ?types)  WHERE { ?res <http://www.w3.org/2003/01/geo/wgs84_pos#long> ?lng. ?res <http://www.w3.org/2003/01/geo/wgs84_pos#lat> ?lat. ?res rdfs:label ?label . ?res foaf:isPrimaryTopicOf ?link. ?res <http://dbpedia.org/ontology/thumbnail> ?thumbnail. ?res <http://dbpedia.org/ontology/abstract> ?abstract. ?res rdf:type ?type_url . ?type_url rdfs:label ?type . FILTER ((?lng > 8.9263916015625 AND ?lng < 17.2979736328125 AND ?lat > 41.306697618181865 AND ?lat < 43.257205668363206) AND  !(?lng > 11.456186771392822 AND ?lng < 11.472537517547607 AND ?lat > 42.37381931382441 AND ?lat < 42.377623712755614) AND  !(?lng > 11.458353996276855 AND ?lng < 11.466529369354248 AND ?lat > 42.37448113728055 AND ?lat < 42.37638334550878) AND  !(?lng > 11.456186771392822 AND ?lng < 11.472537517547607 AND ?lat > 42.37381931382441 AND ?lat < 42.377623712755614) AND  !(?lng > 11.443161964416504 AND ?lng < 11.508564949035644 AND ?lat > 42.369832373481984 AND ?lat < 42.38504955243599) AND  !(?lng > 11.42578125 AND ?lng < 11.55658721923828 AND ?lat > 42.36450548968691 AND ?lat < 42.39493874129419) AND  !(?lng > 11.391105651855468 AND ?lng < 11.652717590332031 AND ?lat > 42.353850367002394 AND ?lat < 42.41471244478682) AND  !(?ln"
20,"SELECT DISTINCT (str(?label) as ?label) ?lng ?lat ?abstract ?link ?thumbnail  (GROUP_CONCAT(?type; separator=',') as ?types)  WHERE { ?res <http://www.w3.org/2003/01/geo/wgs84_pos#long> ?lng. ?res <http://www.w3.org/2003/01/geo/wgs84_pos#lat> ?lat. ?res rdfs:label ?label . ?res foaf:isPrimaryTopicOf ?link. ?res <http://dbpedia.org/ontology/thumbnail> ?thumbnail. ?res <http://dbpedia.org/ontology/abstract> ?abstract. ?res rdf:type ?type_url . ?type_url rdfs:label ?type . FILTER ((?lng > 10.23101806640625 AND ?lng < 14.41680908203125 AND ?lat > 41.84296656785943 AND ?lat < 42.817566071581616) AND  !(?lng > 11.456186771392822 AND ?lng < 11.472537517547607 AND ?lat > 42.37381931382441 AND ?lat < 42.377623712755614) AND  !(?lng > 11.458353996276855 AND ?lng < 11.466529369354248 AND ?lat > 42.37448113728055 AND ?lat < 42.37638334550878) AND  !(?lng > 11.456186771392822 AND ?lng < 11.472537517547607 AND ?lat > 42.37381931382441 AND ?lat < 42.377623712755614) AND  !(?lng > 11.443161964416504 AND ?lng < 11.508564949035644 AND ?lat > 42.369832373481984 AND ?lat < 42.38504955243599) AND  !(?lng > 11.42578125 AND ?lng < 11.55658721923828 AND ?lat > 42.36450548968691 AND ?lat < 42.39493874129419) AND  !(?lng > 11.391105651855468 AND ?lng < 11.652717590332031 AND ?lat > 42.353850367002394 AND ?lat < 42.41471244478682) AND  !(?"
