,query
14,"PREFIX dbo: <http://dbpedia.org/ontology/>
PREFIX foaf: <http://xmlns.com/foaf/0.1/>

SELECT DISTINCT ?person, ?BirthDate
WHERE
{
?person a dbo:TennisPlayer ;
       dbo:birthDate ?BirthDate .

}
LIMIT 20



"
15,"PREFIX dbo: <http://dbpedia.org/ontology/>
PREFIX foaf: <http://xmlns.com/foaf/0.1/>

SELECT DISTINCT ?tennisPlayer, ?BirthDate
WHERE
{
?tennisPlayer a dbo:TennisPlayer ;
       dbo:birthDate ?BirthDate .

}
LIMIT 20



"
16,"PREFIX dbo: <http://dbpedia.org/ontology/>
PREFIX foaf: <http://xmlns.com/foaf/0.1/>

SELECT DISTINCT ?Name, ?BirthDate
WHERE
{
?tennisPlayer a dbo:TennisPlayer ;
       foaf:name ?Name ;
       dbo:birthDate ?BirthDate .

}
LIMIT 20



"
17,"PREFIX dbo: <http://dbpedia.org/ontology/>
PREFIX foaf: <http://xmlns.com/foaf/0.1/>

SELECT DISTINCT ?Name, ?BirthDate
WHERE
{
?tennisPlayer a dbo:TennisPlayer ;
       foaf:name ?Name ;
       dbo:birthDate ?BirthDate .
FILTER (langMatches(lang(?Name)), ""en""))

}
LIMIT 20



"
18,"PREFIX dbo: <http://dbpedia.org/ontology/>
PREFIX foaf: <http://xmlns.com/foaf/0.1/>

SELECT DISTINCT ?Name, ?BirthDate
WHERE
{
?tennisPlayer a dbo:TennisPlayer ;
       foaf:name ?Name ;
       dbo:birthDate ?BirthDate .
FILTER (langMatches(lang(?Name)), ""en"")) .

}
LIMIT 20



"
19,"PREFIX dbo: <http://dbpedia.org/ontology/>
PREFIX foaf: <http://xmlns.com/foaf/0.1/>

SELECT DISTINCT ?Name, ?BirthDate
WHERE
{
?tennisPlayer a dbo:TennisPlayer ;
       foaf:name ?Name ;
       dbo:birthDate ?BirthDate .
FILTER (langMatches(lang(??Name), ""EN"")) .

}
LIMIT 20



"
20,"PREFIX dbo: <http://dbpedia.org/ontology/>
PREFIX foaf: <http://xmlns.com/foaf/0.1/>

SELECT DISTINCT ?Name, ?BirthDate
WHERE
{
?tennisPlayer a dbo:TennisPlayer ;
       foaf:name ?Name ;
       dbo:birthDate ?BirthDate .
FILTER (langMatches(lang(?Name), ""EN"")) .

}
LIMIT 20



"
21,"PREFIX dbo: <http://dbpedia.org/ontology/>
PREFIX foaf: <http://xmlns.com/foaf/0.1/>

SELECT DISTINCT ?Name, ?BirthDate
WHERE
{
?tennisPlayer a dbo:TennisPlayer ;
       foaf:name ?Name ;
       dbo:birthDate ?BirthDate .
FILTER (langMatches(lang(?Name), ""ES"")) .

}
LIMIT 20



"
22,"PREFIX dbo: <http://dbpedia.org/ontology/>
PREFIX foaf: <http://xmlns.com/foaf/0.1/>

SELECT DISTINCT ?Name, ?BirthDate
WHERE
{
?tennisPlayer a dbo:TennisPlayer ;
       foaf:name ?Name ;
       dbo:birthDate ?BirthDate .
FILTER (langMatches(lang(?Name), ""en"")) .

}
LIMIT 20



"
23,"PREFIX dbo: <http://dbpedia.org/ontology/>
PREFIX foaf: <http://xmlns.com/foaf/0.1/>

SELECT DISTINCT ?Name, ?BirthDate
WHERE
{
?tennisPlayer a dbo:TennisPlayer ;
       foaf:name ?Name ;
       dbo:birthDate ?BirthDate .
FILTER (langMatches(lang(?Name), ""en"")) .

}
LIMIT 10



"
24,"PREFIX : <http://dbpedia.org/resource/> 
PREFIX dbo: <http://dbpedia.org/ontology/> 
PREFIX foaf: <http://xmlns.com/foaf/0.1/> 
PREFIX yago: <http://dbpedia.org/class/yago/> 
PREFIX xsd: <http://www.w3.org/2001/XMLSchema#> 
PREFIX dbpedia2: <http://dbpedia.org/property/> 


SELECT DISTINCT ?Name, ?BirthDate
WHERE
{
?tennisPlayer a dbo:TennisPlayer ;
       foaf:name ?Name ;
       dbo:birthDate ?BirthDate .
FILTER (langMatches(lang(?Name), ""en"")) .

}
LIMIT 10



"
25,"PREFIX : <http://dbpedia.org/resource/> 
PREFIX dbo: <http://dbpedia.org/ontology/> 
PREFIX foaf: <http://xmlns.com/foaf/0.1/> 
PREFIX yago: <http://dbpedia.org/class/yago/> 
PREFIX xsd: <http://www.w3.org/2001/XMLSchema#> 
PREFIX dbpedia2: <http://dbpedia.org/property/> 


SELECT DISTINCT ?capitalName
WHERE
{
?capitalName a yago:CapitalsInAfrica ;
FILTER (langMatches(lang(?capitalName), ""en"")) .


}
LIMIT 10



"
26,"PREFIX : <http://dbpedia.org/resource/> 
PREFIX dbo: <http://dbpedia.org/ontology/> 
PREFIX foaf: <http://xmlns.com/foaf/0.1/> 
PREFIX yago: <http://dbpedia.org/class/yago/> 
PREFIX xsd: <http://www.w3.org/2001/XMLSchema#> 
PREFIX dbpedia2: <http://dbpedia.org/property/> 


SELECT DISTINCT ?capitalName
WHERE
{
?capitalName a yago:CapitalsInAfrica ;

}
LIMIT 10



"
27,"PREFIX : <http://dbpedia.org/resource/> 
PREFIX dbo: <http://dbpedia.org/ontology/> 
PREFIX foaf: <http://xmlns.com/foaf/0.1/> 
PREFIX yago: <http://dbpedia.org/class/yago/> 
PREFIX xsd: <http://www.w3.org/2001/XMLSchema#> 
PREFIX dbpedia2: <http://dbpedia.org/property/> 


SELECT DISTINCT ?capitalName
WHERE
{
?capitalName yago:CapitalsInAfrica ;

}
LIMIT 10



"
28,"PREFIX : <http://dbpedia.org/resource/> 
PREFIX dbo: <http://dbpedia.org/ontology/> 
PREFIX foaf: <http://xmlns.com/foaf/0.1/> 
PREFIX yago: <http://dbpedia.org/class/yago/> 
PREFIX xsd: <http://www.w3.org/2001/XMLSchema#> 
PREFIX dbpedia2: <http://dbpedia.org/property/> 


SELECT DISTINCT ?capitalName
WHERE
{
?capitalName yago:CapitalsInAfrica .

}
LIMIT 10



"
29,"PREFIX : <http://dbpedia.org/resource/> 
PREFIX dbo: <http://dbpedia.org/ontology/> 
PREFIX foaf: <http://xmlns.com/foaf/0.1/> 
PREFIX yago: <http://dbpedia.org/class/yago/> 
PREFIX xsd: <http://www.w3.org/2001/XMLSchema#> 
PREFIX dbpedia2: <http://dbpedia.org/property/> 


SELECT DISTINCT ?capitalName
WHERE
{
?capitalName a yago:CapitalsInAfrica .


}
LIMIT 10



"
30,"PREFIX : <http://dbpedia.org/resource/> 
PREFIX dbo: <http://dbpedia.org/ontology/> 
PREFIX foaf: <http://xmlns.com/foaf/0.1/> 
PREFIX yago: <http://dbpedia.org/class/yago/> 
PREFIX xsd: <http://www.w3.org/2001/XMLSchema#> 
PREFIX dbpedia2: <http://dbpedia.org/property/> 


SELECT DISTINCT ?capitalName
WHERE
{
?capitalName a yago:CapitalsInAfrica .
FILTER (langMatches(lang(?Name), ""en"")) .

}
LIMIT 10



"
31,"PREFIX : <http://dbpedia.org/resource/> 
PREFIX dbo: <http://dbpedia.org/ontology/> 
PREFIX foaf: <http://xmlns.com/foaf/0.1/> 
PREFIX yago: <http://dbpedia.org/class/yago/> 
PREFIX xsd: <http://www.w3.org/2001/XMLSchema#> 
PREFIX dbpedia2: <http://dbpedia.org/property/> 


SELECT DISTINCT ?capitalName
WHERE
{
?capitalName a yago:CapitalsInAfrica .
FILTER (langMatches(lang(?capitalName), ""en"")) .

}
LIMIT 10



"
32,"PREFIX : <http://dbpedia.org/resource/> 
PREFIX dbo: <http://dbpedia.org/ontology/> 
PREFIX foaf: <http://xmlns.com/foaf/0.1/> 
PREFIX yago: <http://dbpedia.org/class/yago/> 
PREFIX xsd: <http://www.w3.org/2001/XMLSchema#> 
PREFIX dbpedia2: <http://dbpedia.org/property/> 


SELECT DISTINCT ?capitalName
WHERE
{
?capitalName a yago:CapitalsInAfrica .
FILTER (langMatches(lang(?capitalName), ""ES"")) .

}
LIMIT 10



"
33,"PREFIX : <http://dbpedia.org/resource/> 
PREFIX dbo: <http://dbpedia.org/ontology/> 
PREFIX foaf: <http://xmlns.com/foaf/0.1/> 
PREFIX yago: <http://dbpedia.org/class/yago/> 
PREFIX xsd: <http://www.w3.org/2001/XMLSchema#> 
PREFIX dbpedia2: <http://dbpedia.org/property/> 


SELECT DISTINCT ?capitalName
WHERE
{
?capitalName a yago:CapitalsInAfrica ;
FILTER (langMatches(lang(?capitalName), ""ES"")) .

}
LIMIT 10



"
34,"PREFIX : <http://dbpedia.org/resource/> 
PREFIX dbo: <http://dbpedia.org/ontology/> 
PREFIX foaf: <http://xmlns.com/foaf/0.1/> 
PREFIX yago: <http://dbpedia.org/class/yago/> 
PREFIX xsd: <http://www.w3.org/2001/XMLSchema#> 
PREFIX dbpedia2: <http://dbpedia.org/property/> 


SELECT DISTINCT ?capitalName
WHERE
{
?capitalName a yago:CapitalsInAfrica .
FILTER (langMatches(lang(?capitalName), ""ES"")) .

}
LIMIT 10



"
35,"PREFIX : <http://dbpedia.org/resource/> 
PREFIX dbo: <http://dbpedia.org/ontology/> 
PREFIX foaf: <http://xmlns.com/foaf/0.1/> 
PREFIX yago: <http://dbpedia.org/class/yago/> 
PREFIX xsd: <http://www.w3.org/2001/XMLSchema#> 
PREFIX dbpedia2: <http://dbpedia.org/property/> 


SELECT DISTINCT ?capitalName
WHERE
{
?capitalName a yago:CapitalsInAfrica .
FILTER (langMatches(lang(?a), ""ES"")) .

}
LIMIT 10



"
36,"PREFIX : <http://dbpedia.org/resource/> 
PREFIX dbo: <http://dbpedia.org/ontology/> 
PREFIX foaf: <http://xmlns.com/foaf/0.1/> 
PREFIX yago: <http://dbpedia.org/class/yago/> 
PREFIX xsd: <http://www.w3.org/2001/XMLSchema#> 
PREFIX dbpedia2: <http://dbpedia.org/property/> 


SELECT DISTINCT ?capitalName
WHERE
{
?capitalName a yago:CapitalsInAfrica .
FILTER (langMatches(lang(a), ""ES"")) .

}
LIMIT 10



"
37,"PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#>
PREFIX rdfs: <http://www.w3.org/2000/01/rdf-schema#>
PREFIX owl: <http://www.w3.org/2002/07/owl#>
PREFIX rif: <http://www.w3.org/2007/rif#>
PREFIX foaf: <http://xmlns.com/foaf/0.1/>
PREFIX dbpedia: <http://dbpedia.org/resource/>
PREFIX dbpedia-owl: <http://dbpedia.org/ontology/>
PREFIX dbpprop: <http://dbpedia.org/property/>
PREFIX geo: <http://www.w3.org/2003/01/geo/wgs84_pos#>
PREFIX dc: <http://purl.org/dc/terms/>

                SELECT ?name ?long ?lat
                WHERE {
                  ?c a          yago:CapitalsInEurope ;
                     rdfs:label ?name ;
                     geo:long   ?long ;
                     geo:lat    ?lat .
                     FILTER( lang(?name)=""en"" )
                }
             "
38,"PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#>
PREFIX rdfs: <http://www.w3.org/2000/01/rdf-schema#>
PREFIX owl: <http://www.w3.org/2002/07/owl#>
PREFIX rif: <http://www.w3.org/2007/rif#>
PREFIX foaf: <http://xmlns.com/foaf/0.1/>
PREFIX dbpedia: <http://dbpedia.org/resource/>
PREFIX dbpedia-owl: <http://dbpedia.org/ontology/>
PREFIX dbpprop: <http://dbpedia.org/property/>
PREFIX geo: <http://www.w3.org/2003/01/geo/wgs84_pos#>
PREFIX dc: <http://purl.org/dc/terms/>

                SELECT ?name ?long ?lat
                WHERE {
                  ?c a          yago:CapitalsInEurope ;
                     rdfs:label ?name ;
                     geo:long   ?long ;
                     geo:lat    ?lat .
                     FILTER( lang(?name)=""en"" )
                }
               "
39,"PREFIX : <http://dbpedia.org/resource/> 
PREFIX dbo: <http://dbpedia.org/ontology/> 
PREFIX foaf: <http://xmlns.com/foaf/0.1/> 
PREFIX yago: <http://dbpedia.org/class/yago/> 
PREFIX xsd: <http://www.w3.org/2001/XMLSchema#> 
PREFIX dbpedia2: <http://dbpedia.org/property/> 

SELECT ?name
WHERE {
?name a yago:CapitalsInAfrica ;
  rdfs:label ?name ;
FILTER( lang(?name)=""en"" )
}
LIMIT 10



"
40,"PREFIX : <http://dbpedia.org/resource/> 
PREFIX dbo: <http://dbpedia.org/ontology/> 
PREFIX foaf: <http://xmlns.com/foaf/0.1/> 
PREFIX yago: <http://dbpedia.org/class/yago/> 
PREFIX xsd: <http://www.w3.org/2001/XMLSchema#> 
PREFIX dbpedia2: <http://dbpedia.org/property/> 

SELECT ?name
WHERE {
?name a yago:CapitalsInAfrica ;
  rdfs:label ?name .
FILTER( lang(?name)=""en"" ) .
}
LIMIT 10



"
41,"PREFIX : <http://dbpedia.org/resource/> 
PREFIX dbo: <http://dbpedia.org/ontology/> 
PREFIX foaf: <http://xmlns.com/foaf/0.1/> 
PREFIX yago: <http://dbpedia.org/class/yago/> 
PREFIX xsd: <http://www.w3.org/2001/XMLSchema#> 
PREFIX dbpedia2: <http://dbpedia.org/property/> 

SELECT ?name
WHERE {
?name a yago:CapitalsInAfrica ;
  rdfs:label ?name .
FILTER( lang(?name)=""es"" ) .
}
LIMIT 10



"
42,"PREFIX : <http://dbpedia.org/resource/> 
PREFIX dbo: <http://dbpedia.org/ontology/> 
PREFIX foaf: <http://xmlns.com/foaf/0.1/> 
PREFIX yago: <http://dbpedia.org/class/yago/> 
PREFIX xsd: <http://www.w3.org/2001/XMLSchema#> 
PREFIX dbpedia2: <http://dbpedia.org/property/> 

SELECT ?name
WHERE {
?name a yago:CapitalsInAfrica ;
  rdfs:label ?name .
FILTER( langMatches((?name),""es"")) .
}
LIMIT 10



"
43,"PREFIX : <http://dbpedia.org/resource/> 
PREFIX dbo: <http://dbpedia.org/ontology/> 
PREFIX foaf: <http://xmlns.com/foaf/0.1/> 
PREFIX yago: <http://dbpedia.org/class/yago/> 
PREFIX xsd: <http://www.w3.org/2001/XMLSchema#> 
PREFIX dbpedia2: <http://dbpedia.org/property/> 

SELECT ?name
WHERE {
?name a yago:CapitalsInAfrica ;
  rdfs:label ?name .
FILTER( langMatches(lang(?name),""es"")) .
}
LIMIT 10



"
44,"PREFIX : <http://dbpedia.org/resource/> 
PREFIX dbo: <http://dbpedia.org/ontology/> 
PREFIX foaf: <http://xmlns.com/foaf/0.1/> 
PREFIX yago: <http://dbpedia.org/class/yago/> 
PREFIX xsd: <http://www.w3.org/2001/XMLSchema#> 
PREFIX dbpedia2: <http://dbpedia.org/property/> 

SELECT ?name
WHERE {
?name a yago:CapitalsInAfrica ;
  rdfs:label ?name .
FILTER( langMatches(lang(?name),""en"")) .
}
LIMIT 10



"
45,"PREFIX : <http://dbpedia.org/resource/> 
PREFIX dbo: <http://dbpedia.org/ontology/> 
PREFIX foaf: <http://xmlns.com/foaf/0.1/> 
PREFIX yago: <http://dbpedia.org/class/yago/> 
PREFIX xsd: <http://www.w3.org/2001/XMLSchema#> 
PREFIX dbpedia2: <http://dbpedia.org/property/> 

SELECT ?name
WHERE {
?name a yago:CapitalsInAfrica ;
  rdfs:label ?name .

}
LIMIT 10



"
46,"PREFIX : <http://dbpedia.org/resource/> 
PREFIX dbo: <http://dbpedia.org/ontology/> 
PREFIX foaf: <http://xmlns.com/foaf/0.1/> 
PREFIX yago: <http://dbpedia.org/class/yago/> 
PREFIX xsd: <http://www.w3.org/2001/XMLSchema#> 
PREFIX dbpedia2: <http://dbpedia.org/property/> 

SELECT ?name
WHERE {
?name a yago:CapitalsInAfrica ;
  rdfs:label ?name .
FILTER (langMatches(lang(?Name), ""en"")) .

}
LIMIT 10



"
47,"PREFIX : <http://dbpedia.org/resource/> 
PREFIX dbo: <http://dbpedia.org/ontology/> 
PREFIX foaf: <http://xmlns.com/foaf/0.1/> 
PREFIX yago: <http://dbpedia.org/class/yago/> 
PREFIX xsd: <http://www.w3.org/2001/XMLSchema#> 
PREFIX dbpedia2: <http://dbpedia.org/property/> 

SELECT ?name
WHERE {
?name a yago:CapitalsInAfrica .


}
LIMIT 10



"
48,"PREFIX : <http://dbpedia.org/resource/> 
PREFIX dbo: <http://dbpedia.org/ontology/> 
PREFIX foaf: <http://xmlns.com/foaf/0.1/> 
PREFIX yago: <http://dbpedia.org/class/yago/> 
PREFIX xsd: <http://www.w3.org/2001/XMLSchema#> 
PREFIX dbpedia2: <http://dbpedia.org/property/> 

SELECT ?name
WHERE {
?capital a yago:CapitalsInAfrica ;
        rdfs:label ?name.


}
LIMIT 10



"
49,"PREFIX : <http://dbpedia.org/resource/> 
PREFIX dbo: <http://dbpedia.org/ontology/> 
PREFIX foaf: <http://xmlns.com/foaf/0.1/> 
PREFIX yago: <http://dbpedia.org/class/yago/> 
PREFIX xsd: <http://www.w3.org/2001/XMLSchema#> 
PREFIX dbpedia2: <http://dbpedia.org/property/> 

SELECT ?name
WHERE {
?capital a yago:CapitalsInAfrica ;
        rdfs:label ?name.
FILTER (langMatches(lang(?Name), ""en"")) .


}
LIMIT 10



"
50,"PREFIX : <http://dbpedia.org/resource/> 
PREFIX dbo: <http://dbpedia.org/ontology/> 
PREFIX foaf: <http://xmlns.com/foaf/0.1/> 
PREFIX yago: <http://dbpedia.org/class/yago/> 
PREFIX xsd: <http://www.w3.org/2001/XMLSchema#> 
PREFIX dbpedia2: <http://dbpedia.org/property/> 

SELECT ?name
WHERE {
?capital a yago:CapitalsInAfrica ;
        rdfs:label ?name.
FILTER (langMatches(lang(?name), ""en"")) .


}
LIMIT 10



"
51,"PREFIX : <http://dbpedia.org/resource/> 
PREFIX dbo: <http://dbpedia.org/ontology/> 
PREFIX foaf: <http://xmlns.com/foaf/0.1/> 
PREFIX yago: <http://dbpedia.org/class/yago/> 
PREFIX xsd: <http://www.w3.org/2001/XMLSchema#> 
PREFIX dbpedia2: <http://dbpedia.org/property/> 

SELECT ?name
WHERE {
?capital a yago:CapitalsInAfrica ;
        rdfs:label ?name.
FILTER (langMatches(lang(?name), ""es"")) .


}
LIMIT 10



"
52,"PREFIX : <http://dbpedia.org/resource/> 
PREFIX dbo: <http://dbpedia.org/ontology/> 
PREFIX foaf: <http://xmlns.com/foaf/0.1/> 
PREFIX yago: <http://dbpedia.org/class/yago/> 
PREFIX xsd: <http://www.w3.org/2001/XMLSchema#> 
PREFIX dbpedia2: <http://dbpedia.org/property/> 

SELECT ?name
WHERE {
?capital a yago:CapitalsInAfrica ;
        rdfs:label ?name.
FILTER (langMatches(lang(?name), ""es"")) .

}
LIMIT 10



"
53,"PREFIX : <http://dbpedia.org/resource/> 
PREFIX dbo: <http://dbpedia.org/ontology/> 
PREFIX foaf: <http://xmlns.com/foaf/0.1/> 
PREFIX yago: <http://dbpedia.org/class/yago/> 
PREFIX xsd: <http://www.w3.org/2001/XMLSchema#> 
PREFIX dbpedia2: <http://dbpedia.org/property/> 

SELECT ?CapitalName
WHERE {
?capital a yago:CapitalsInAfrica ;
        rdfs:label ?CapitalName .
FILTER (langMatches(lang(?CapitalName), ""es"")) .

}
LIMIT 10



"
54,"PREFIX : <http://dbpedia.org/resource/> 
PREFIX dbo: <http://dbpedia.org/ontology/> 
PREFIX foaf: <http://xmlns.com/foaf/0.1/> 
PREFIX yago: <http://dbpedia.org/class/yago/> 
PREFIX xsd: <http://www.w3.org/2001/XMLSchema#> 
PREFIX dbpedia2: <http://dbpedia.org/property/> 

SELECT ?CapitalName, ?Description
WHERE {
?capital a yago:CapitalsInAfrica ;
        rdfs:label ?CapitalName ;
        rdfs:comment ?Description .
FILTER (langMatches(lang(?CapitalName), ""es"")) .

}
LIMIT 10



"
55,"PREFIX : <http://dbpedia.org/resource/> 
PREFIX dbo: <http://dbpedia.org/ontology/> 
PREFIX foaf: <http://xmlns.com/foaf/0.1/> 
PREFIX yago: <http://dbpedia.org/class/yago/> 
PREFIX xsd: <http://www.w3.org/2001/XMLSchema#> 
PREFIX dbpedia2: <http://dbpedia.org/property/> 

SELECT ?CapitalName, ?Description
WHERE {
?capital a yago:CapitalsInAfrica ;
        rdfs:label ?CapitalName ;
        rdfs:comment ?Description .
FILTER (langMatches(lang(?CapitalName, ?Description), ""es"")) .

}
LIMIT 10



"
56,"PREFIX : <http://dbpedia.org/resource/> 
PREFIX dbo: <http://dbpedia.org/ontology/> 
PREFIX foaf: <http://xmlns.com/foaf/0.1/> 
PREFIX yago: <http://dbpedia.org/class/yago/> 
PREFIX xsd: <http://www.w3.org/2001/XMLSchema#> 
PREFIX dbpedia2: <http://dbpedia.org/property/> 

SELECT ?CapitalName, ?Description
WHERE {
?capital a yago:CapitalsInAfrica ;
        rdfs:label ?CapitalName ;
        rdfs:comment ?Description .
FILTER (langMatches(lang(?CapitalName), ""es"")) .
FILTER (langMatches(lang(?Description), ""es"")) .

}
LIMIT 10



"
57,"PREFIX yago: <http://dbpedia.org/class/yago/> 


SELECT ?CapitalName, ?Description
WHERE {
?capital a yago:CapitalsInAfrica ;
        rdfs:label ?CapitalName ;
        rdfs:comment ?Description .
FILTER (langMatches(lang(?CapitalName), ""es"")) .
FILTER (langMatches(lang(?Description), ""es"")) .

}
LIMIT 10



"
58,"PREFIX yago: <http://dbpedia.org/class/yago/> 

SELECT COUNT(?CapitalsAfrica), COUNT(?CapitalsEurope)
WHERE {
?capitalsA a yago:CapitalsInAfrica ;
?capitalsE a yago:CapitalsInAfrica .

}
LIMIT 10



"
59,"PREFIX yago: <http://dbpedia.org/class/yago/> 

SELECT COUNT(?CapitalsAfrica), COUNT(?CapitalsEurope)
WHERE {
?capitalsA a yago:CapitalsInAfrica .
?capitalsE a yago:CapitalsInAfrica .

}
LIMIT 10



"
60,"PREFIX yago: <http://dbpedia.org/class/yago/> 

SELECT COUNT(?CapitalsAfrica), COUNT(?CapitalsEurope)
WHERE {
?capitalsA a yago:CapitalsInAfrica .
?capitalsE b yago:CapitalsInAfrica .

}
LIMIT 10



"
61,"PREFIX yago: <http://dbpedia.org/class/yago/> 

SELECT COUNT(?CapitalsAfrica)
WHERE {
?CapitalsAfrica a yago:CapitalsInAfrica .


}
LIMIT 10



"
62,"PREFIX yago: <http://dbpedia.org/class/yago/> 

SELECT COUNT(?CapitalsAfrica) AS ?NumberOfCapitalsInAfrica
WHERE {
?CapitalsAfrica a yago:CapitalsInAfrica .


}
LIMIT 10



"
63,"PREFIX yago: <http://dbpedia.org/class/yago/> 

SELECT COUNT(?CapitalsAfrica) AS ?NumberOfCapitalsInAfrica, COUNT(?CapitalsInEurope) AS ?NumberOfCapitalsInEurope
WHERE {
?CapitalsAfrica a yago:CapitalsInAfrica .
?CapitalsEurope a yago:CapitalsInEurope .


}
LIMIT 10



"
64,"PREFIX yago: <http://dbpedia.org/class/yago/> 

SELECT COUNT(?CapitalsAfrica) AS ?NumberOfCapitalsInAfrica, COUNT(?CapitalsInEurope) AS ?NumberOfCapitalsInEurope
WHERE {
?CapitalsAfrica a yago:CapitalsInAfrica ;
?CapitalsEurope a yago:CapitalsInEurope ;


}
LIMIT 10



"
65,"PREFIX yago: <http://dbpedia.org/class/yago/> 

SELECT (COUNT(?CapitalsAfrica) AS ?NumberOfCapitalsInAfrica)
 (COUNT(?CapitalsInEurope) AS ?NumberOfCapitalsInEurope)
WHERE {
?CapitalsAfrica a yago:CapitalsInAfrica .
?CapitalsEurope a yago:CapitalsInEurope .


}
LIMIT 10



"
66,"PREFIX yago: <http://dbpedia.org/class/yago/> 

SELECT (COUNT(?CapitalsAfrica) AS ?NumberOfCapitalsInAfrica)
 (COUNT(?CapitalsInEurope) AS ?NumberOfCapitalsInEurope)
WHERE {
?CapitalsAfrica a yago:CapitalsInAfrica .
?CapitalsEurope a yago:CapitalsInEurope .


}
LIMIT 10



"
67,"PREFIX yago: <http://dbpedia.org/class/yago/> 

SELECT (COUNT(?CapitalsAfrica) AS ?NumberOfCapitalsInAfrica)
 (COUNT(?CapitalsEurope) AS ?NumberOfCapitalsInEurope)
WHERE {
?CapitalsAfrica a yago:CapitalsInAfrica .
?CapitalsEurope a yago:CapitalsInEurope .


}
LIMIT 10



"
