,query
10,"SELECT DISTINCT ?Influences WHERE {{?auteur rdfs:label ""Paule Constant""@fr} UNION {?auteur foaf:name ""Paule Constant""@fr}.{{?auteur dbpedia-owl:influenced ?influence} UNION {?auteur dbpprop:influenced ?influence} UNION {?influence dbpedia-owl:influencedBy ?auteur} UNION {?influence dbpprop:influences ?auteur}}{?influence rdfs:label ?Influences}.FILTER (LANG(?Influences) = ""fr"")}"
11,"SELECT DISTINCT ?Influences WHERE {{?auteur rdfs:label ""Paule Constant""@fr} UNION {?auteur foaf:name ""Paule Constant""@fr}.{{?auteur dbpedia-owl:influencedBy ?influence} UNION {?auteur dbpprop:influences ?influence} UNION {?influence dbpedia-owl:influenced ?auteur} UNION {?influence dbpprop:influenced ?auteur.}}.?influence rdf:type dbpedia-owl:Person.?influence dbpedia-owl:birthDate ?influenceDateBirth.{?influence rdfs:label ?Influences }.FILTER (LANG(?Influences ) = ""fr"")}"
12,"SELECT DISTINCT ?Influences WHERE {{?auteur rdfs:label ""Fanny Chiarello""@fr} UNION {?auteur foaf:name ""Fanny Chiarello""@fr}.{{?auteur dbpedia-owl:influenced ?influence} UNION {?auteur dbpprop:influenced ?influence} UNION {?influence dbpedia-owl:influencedBy ?auteur} UNION {?influence dbpprop:influences ?auteur}}{?influence rdfs:label ?Influences}.FILTER (LANG(?Influences) = ""fr"")}"
13,"SELECT DISTINCT ?Influences WHERE {{?auteur rdfs:label ""Fanny Chiarello""@fr} UNION {?auteur foaf:name ""Fanny Chiarello""@fr}.{{?auteur dbpedia-owl:influencedBy ?influence} UNION {?auteur dbpprop:influences ?influence} UNION {?influence dbpedia-owl:influenced ?auteur} UNION {?influence dbpprop:influenced ?auteur.}}.?influence rdf:type dbpedia-owl:Person.?influence dbpedia-owl:birthDate ?influenceDateBirth.{?influence rdfs:label ?Influences }.FILTER (LANG(?Influences ) = ""fr"")}"
14,"SELECT DISTINCT ?Influences WHERE {{?auteur rdfs:label ""Véronique Olmi""@fr} UNION {?auteur foaf:name ""Véronique Olmi""@fr}.{{?auteur dbpedia-owl:influenced ?influence} UNION {?auteur dbpprop:influenced ?influence} UNION {?influence dbpedia-owl:influencedBy ?auteur} UNION {?influence dbpprop:influences ?auteur}}{?influence rdfs:label ?Influences}.FILTER (LANG(?Influences) = ""fr"")}"
15,"SELECT DISTINCT ?Influences WHERE {{?auteur rdfs:label ""Véronique Olmi""@fr} UNION {?auteur foaf:name ""Véronique Olmi""@fr}.{{?auteur dbpedia-owl:influencedBy ?influence} UNION {?auteur dbpprop:influences ?influence} UNION {?influence dbpedia-owl:influenced ?auteur} UNION {?influence dbpprop:influenced ?auteur.}}.?influence rdf:type dbpedia-owl:Person.?influence dbpedia-owl:birthDate ?influenceDateBirth.{?influence rdfs:label ?Influences }.FILTER (LANG(?Influences ) = ""fr"")}"
16,"SELECT DISTINCT ?Influences WHERE {{?auteur rdfs:label ""Sorj Chalandon""@fr} UNION {?auteur foaf:name ""Sorj Chalandon""@fr}.{{?auteur dbpedia-owl:influenced ?influence} UNION {?auteur dbpprop:influenced ?influence} UNION {?influence dbpedia-owl:influencedBy ?auteur} UNION {?influence dbpprop:influences ?auteur}}{?influence rdfs:label ?Influences}.FILTER (LANG(?Influences) = ""fr"")}"
17,"SELECT DISTINCT ?Influences WHERE {{?auteur rdfs:label ""Sorj Chalandon""@fr} UNION {?auteur foaf:name ""Sorj Chalandon""@fr}.{{?auteur dbpedia-owl:influencedBy ?influence} UNION {?auteur dbpprop:influences ?influence} UNION {?influence dbpedia-owl:influenced ?auteur} UNION {?influence dbpprop:influenced ?auteur.}}.?influence rdf:type dbpedia-owl:Person.?influence dbpedia-owl:birthDate ?influenceDateBirth.{?influence rdfs:label ?Influences }.FILTER (LANG(?Influences ) = ""fr"")}"
18,"SELECT DISTINCT ?Influences WHERE {{?auteur rdfs:label ""Laura Kasischke""@fr} UNION {?auteur foaf:name ""Laura Kasischke""@fr}.{{?auteur dbpedia-owl:influenced ?influence} UNION {?auteur dbpprop:influenced ?influence} UNION {?influence dbpedia-owl:influencedBy ?auteur} UNION {?influence dbpprop:influences ?auteur}}{?influence rdfs:label ?Influences}.FILTER (LANG(?Influences) = ""fr"")}"
19,"SELECT DISTINCT ?Influences WHERE {{?auteur rdfs:label ""Laura Kasischke""@fr} UNION {?auteur foaf:name ""Laura Kasischke""@fr}.{{?auteur dbpedia-owl:influencedBy ?influence} UNION {?auteur dbpprop:influences ?influence} UNION {?influence dbpedia-owl:influenced ?auteur} UNION {?influence dbpprop:influenced ?auteur.}}.?influence rdf:type dbpedia-owl:Person.?influence dbpedia-owl:birthDate ?influenceDateBirth.{?influence rdfs:label ?Influences }.FILTER (LANG(?Influences ) = ""fr"")}"
20,"SELECT DISTINCT ?Influences WHERE {{?auteur rdfs:label ""Cécile Coulon""@fr} UNION {?auteur foaf:name ""Cécile Coulon""@fr}.{{?auteur dbpedia-owl:influenced ?influence} UNION {?auteur dbpprop:influenced ?influence} UNION {?influence dbpedia-owl:influencedBy ?auteur} UNION {?influence dbpprop:influences ?auteur}}{?influence rdfs:label ?Influences}.FILTER (LANG(?Influences) = ""fr"")}"
21,"SELECT DISTINCT ?Influences WHERE {{?auteur rdfs:label ""Cécile Coulon""@fr} UNION {?auteur foaf:name ""Cécile Coulon""@fr}.{{?auteur dbpedia-owl:influencedBy ?influence} UNION {?auteur dbpprop:influences ?influence} UNION {?influence dbpedia-owl:influenced ?auteur} UNION {?influence dbpprop:influenced ?auteur.}}.?influence rdf:type dbpedia-owl:Person.?influence dbpedia-owl:birthDate ?influenceDateBirth.{?influence rdfs:label ?Influences }.FILTER (LANG(?Influences ) = ""fr"")}"
22,"SELECT DISTINCT ?Influences WHERE {{?auteur rdfs:label ""Lionel Duroy""@fr} UNION {?auteur foaf:name ""Lionel Duroy""@fr}.{{?auteur dbpedia-owl:influenced ?influence} UNION {?auteur dbpprop:influenced ?influence} UNION {?influence dbpedia-owl:influencedBy ?auteur} UNION {?influence dbpprop:influences ?auteur}}{?influence rdfs:label ?Influences}.FILTER (LANG(?Influences) = ""fr"")}"
23,"SELECT DISTINCT ?Influences WHERE {{?auteur rdfs:label ""Lionel Duroy""@fr} UNION {?auteur foaf:name ""Lionel Duroy""@fr}.{{?auteur dbpedia-owl:influencedBy ?influence} UNION {?auteur dbpprop:influences ?influence} UNION {?influence dbpedia-owl:influenced ?auteur} UNION {?influence dbpprop:influenced ?auteur.}}.?influence rdf:type dbpedia-owl:Person.?influence dbpedia-owl:birthDate ?influenceDateBirth.{?influence rdfs:label ?Influences }.FILTER (LANG(?Influences ) = ""fr"")}"
24,"SELECT DISTINCT ?Influences WHERE {{?auteur rdfs:label ""Laurent Seksik""@fr} UNION {?auteur foaf:name ""Laurent Seksik""@fr}.{{?auteur dbpedia-owl:influenced ?influence} UNION {?auteur dbpprop:influenced ?influence} UNION {?influence dbpedia-owl:influencedBy ?auteur} UNION {?influence dbpprop:influences ?auteur}}{?influence rdfs:label ?Influences}.FILTER (LANG(?Influences) = ""fr"")}"
25,"SELECT DISTINCT ?Influences WHERE {{?auteur rdfs:label ""Laurent Seksik""@fr} UNION {?auteur foaf:name ""Laurent Seksik""@fr}.{{?auteur dbpedia-owl:influencedBy ?influence} UNION {?auteur dbpprop:influences ?influence} UNION {?influence dbpedia-owl:influenced ?auteur} UNION {?influence dbpprop:influenced ?auteur.}}.?influence rdf:type dbpedia-owl:Person.?influence dbpedia-owl:birthDate ?influenceDateBirth.{?influence rdfs:label ?Influences }.FILTER (LANG(?Influences ) = ""fr"")}"
26,"SELECT DISTINCT ?Influences WHERE {{?auteur rdfs:label ""Denis Tillinac""@fr} UNION {?auteur foaf:name ""Denis Tillinac""@fr}.{{?auteur dbpedia-owl:influenced ?influence} UNION {?auteur dbpprop:influenced ?influence} UNION {?influence dbpedia-owl:influencedBy ?auteur} UNION {?influence dbpprop:influences ?auteur}}{?influence rdfs:label ?Influences}.FILTER (LANG(?Influences) = ""fr"")}"
27,"SELECT DISTINCT ?Influences WHERE {{?auteur rdfs:label ""Denis Tillinac""@fr} UNION {?auteur foaf:name ""Denis Tillinac""@fr}.{{?auteur dbpedia-owl:influencedBy ?influence} UNION {?auteur dbpprop:influences ?influence} UNION {?influence dbpedia-owl:influenced ?auteur} UNION {?influence dbpprop:influenced ?auteur.}}.?influence rdf:type dbpedia-owl:Person.?influence dbpedia-owl:birthDate ?influenceDateBirth.{?influence rdfs:label ?Influences }.FILTER (LANG(?Influences ) = ""fr"")}"
28,"SELECT DISTINCT ?Influences WHERE {{?auteur rdfs:label ""Delphine Coulin""@fr} UNION {?auteur foaf:name ""Delphine Coulin""@fr}.{{?auteur dbpedia-owl:influenced ?influence} UNION {?auteur dbpprop:influenced ?influence} UNION {?influence dbpedia-owl:influencedBy ?auteur} UNION {?influence dbpprop:influences ?auteur}}{?influence rdfs:label ?Influences}.FILTER (LANG(?Influences) = ""fr"")}"
29,"SELECT DISTINCT ?Influences WHERE {{?auteur rdfs:label ""Delphine Coulin""@fr} UNION {?auteur foaf:name ""Delphine Coulin""@fr}.{{?auteur dbpedia-owl:influencedBy ?influence} UNION {?auteur dbpprop:influences ?influence} UNION {?influence dbpedia-owl:influenced ?auteur} UNION {?influence dbpprop:influenced ?auteur.}}.?influence rdf:type dbpedia-owl:Person.?influence dbpedia-owl:birthDate ?influenceDateBirth.{?influence rdfs:label ?Influences }.FILTER (LANG(?Influences ) = ""fr"")}"
30,"SELECT DISTINCT ?Influences WHERE {{?auteur rdfs:label ""Georges Riat""@fr} UNION {?auteur foaf:name ""Georges Riat""@fr}.{{?auteur dbpedia-owl:influenced ?influence} UNION {?auteur dbpprop:influenced ?influence} UNION {?influence dbpedia-owl:influencedBy ?auteur} UNION {?influence dbpprop:influences ?auteur}}{?influence rdfs:label ?Influences}.FILTER (LANG(?Influences) = ""fr"")}"
31,"SELECT DISTINCT ?Influences WHERE {{?auteur rdfs:label ""Georges Riat""@fr} UNION {?auteur foaf:name ""Georges Riat""@fr}.{{?auteur dbpedia-owl:influencedBy ?influence} UNION {?auteur dbpprop:influences ?influence} UNION {?influence dbpedia-owl:influenced ?auteur} UNION {?influence dbpprop:influenced ?auteur.}}.?influence rdf:type dbpedia-owl:Person.?influence dbpedia-owl:birthDate ?influenceDateBirth.{?influence rdfs:label ?Influences }.FILTER (LANG(?Influences ) = ""fr"")}"
32,"PREFIX db:<http://dbpedia.org/resource/>PREFIX dbo: <http://dbpedia.org/ontology/>PREFIX dcterms:<http://purl.org/dc/terms/>SELECT DISTINCT ?abstract WHERE {{?auteur rdfs:label ""Georges Riat""@fr} UNION {?auteur foaf:name ""Georges Riat""@fr}.{?auteur a dbo:Person} UNION {?auteur a foaf:Person}{?auteur dbo:abstract ?abstract}.FILTER (LANG(?abstract) = ""fr"")}"
33,"SELECT DISTINCT ?Influences WHERE {{?auteur rdfs:label ""Hortense Dufour""@fr} UNION {?auteur foaf:name ""Hortense Dufour""@fr}.{{?auteur dbpedia-owl:influenced ?influence} UNION {?auteur dbpprop:influenced ?influence} UNION {?influence dbpedia-owl:influencedBy ?auteur} UNION {?influence dbpprop:influences ?auteur}}{?influence rdfs:label ?Influences}.FILTER (LANG(?Influences) = ""fr"")}"
34,"SELECT DISTINCT ?Influences WHERE {{?auteur rdfs:label ""Hortense Dufour""@fr} UNION {?auteur foaf:name ""Hortense Dufour""@fr}.{{?auteur dbpedia-owl:influencedBy ?influence} UNION {?auteur dbpprop:influences ?influence} UNION {?influence dbpedia-owl:influenced ?auteur} UNION {?influence dbpprop:influenced ?auteur.}}.?influence rdf:type dbpedia-owl:Person.?influence dbpedia-owl:birthDate ?influenceDateBirth.{?influence rdfs:label ?Influences }.FILTER (LANG(?Influences ) = ""fr"")}"
35,"SELECT DISTINCT ?Influences WHERE {{?auteur rdfs:label ""Franz-Olivier Giesbert""@fr} UNION {?auteur foaf:name ""Franz-Olivier Giesbert""@fr}.{{?auteur dbpedia-owl:influenced ?influence} UNION {?auteur dbpprop:influenced ?influence} UNION {?influence dbpedia-owl:influencedBy ?auteur} UNION {?influence dbpprop:influences ?auteur}}{?influence rdfs:label ?Influences}.FILTER (LANG(?Influences) = ""fr"")}"
36,"SELECT DISTINCT ?Influences WHERE {{?auteur rdfs:label ""Franz-Olivier Giesbert""@fr} UNION {?auteur foaf:name ""Franz-Olivier Giesbert""@fr}.{{?auteur dbpedia-owl:influencedBy ?influence} UNION {?auteur dbpprop:influences ?influence} UNION {?influence dbpedia-owl:influenced ?auteur} UNION {?influence dbpprop:influenced ?auteur.}}.?influence rdf:type dbpedia-owl:Person.?influence dbpedia-owl:birthDate ?influenceDateBirth.{?influence rdfs:label ?Influences }.FILTER (LANG(?Influences ) = ""fr"")}"
37,"SELECT DISTINCT ?Influences WHERE {{?auteur rdfs:label ""François Garde""@fr} UNION {?auteur foaf:name ""François Garde""@fr}.{{?auteur dbpedia-owl:influenced ?influence} UNION {?auteur dbpprop:influenced ?influence} UNION {?influence dbpedia-owl:influencedBy ?auteur} UNION {?influence dbpprop:influences ?auteur}}{?influence rdfs:label ?Influences}.FILTER (LANG(?Influences) = ""fr"")}"
38,"SELECT DISTINCT ?Influences WHERE {{?auteur rdfs:label ""François Garde""@fr} UNION {?auteur foaf:name ""François Garde""@fr}.{{?auteur dbpedia-owl:influencedBy ?influence} UNION {?auteur dbpprop:influences ?influence} UNION {?influence dbpedia-owl:influenced ?auteur} UNION {?influence dbpprop:influenced ?auteur.}}.?influence rdf:type dbpedia-owl:Person.?influence dbpedia-owl:birthDate ?influenceDateBirth.{?influence rdfs:label ?Influences }.FILTER (LANG(?Influences ) = ""fr"")}"
39,"SELECT DISTINCT ?Influences WHERE {{?auteur rdfs:label ""Christian Oster""@fr} UNION {?auteur foaf:name ""Christian Oster""@fr}.{{?auteur dbpedia-owl:influenced ?influence} UNION {?auteur dbpprop:influenced ?influence} UNION {?influence dbpedia-owl:influencedBy ?auteur} UNION {?influence dbpprop:influences ?auteur}}{?influence rdfs:label ?Influences}.FILTER (LANG(?Influences) = ""fr"")}"
40,"SELECT DISTINCT ?Influences WHERE {{?auteur rdfs:label ""Christian Oster""@fr} UNION {?auteur foaf:name ""Christian Oster""@fr}.{{?auteur dbpedia-owl:influencedBy ?influence} UNION {?auteur dbpprop:influences ?influence} UNION {?influence dbpedia-owl:influenced ?auteur} UNION {?influence dbpprop:influenced ?auteur.}}.?influence rdf:type dbpedia-owl:Person.?influence dbpedia-owl:birthDate ?influenceDateBirth.{?influence rdfs:label ?Influences }.FILTER (LANG(?Influences ) = ""fr"")}"
41,"SELECT DISTINCT ?Influences WHERE {{?auteur rdfs:label ""Christian Garcin""@fr} UNION {?auteur foaf:name ""Christian Garcin""@fr}.{{?auteur dbpedia-owl:influenced ?influence} UNION {?auteur dbpprop:influenced ?influence} UNION {?influence dbpedia-owl:influencedBy ?auteur} UNION {?influence dbpprop:influences ?auteur}}{?influence rdfs:label ?Influences}.FILTER (LANG(?Influences) = ""fr"")}"
42,"SELECT DISTINCT ?Influences WHERE {{?auteur rdfs:label ""Christian Garcin""@fr} UNION {?auteur foaf:name ""Christian Garcin""@fr}.{{?auteur dbpedia-owl:influencedBy ?influence} UNION {?auteur dbpprop:influences ?influence} UNION {?influence dbpedia-owl:influenced ?auteur} UNION {?influence dbpprop:influenced ?auteur.}}.?influence rdf:type dbpedia-owl:Person.?influence dbpedia-owl:birthDate ?influenceDateBirth.{?influence rdfs:label ?Influences }.FILTER (LANG(?Influences ) = ""fr"")}"
43,"SELECT DISTINCT ?Influences WHERE {{?auteur rdfs:label ""Philippe Besson""@fr} UNION {?auteur foaf:name ""Philippe Besson""@fr}.{{?auteur dbpedia-owl:influenced ?influence} UNION {?auteur dbpprop:influenced ?influence} UNION {?influence dbpedia-owl:influencedBy ?auteur} UNION {?influence dbpprop:influences ?auteur}}{?influence rdfs:label ?Influences}.FILTER (LANG(?Influences) = ""fr"")}"
44,"SELECT DISTINCT ?Influences WHERE {{?auteur rdfs:label ""Philippe Besson""@fr} UNION {?auteur foaf:name ""Philippe Besson""@fr}.{{?auteur dbpedia-owl:influencedBy ?influence} UNION {?auteur dbpprop:influences ?influence} UNION {?influence dbpedia-owl:influenced ?auteur} UNION {?influence dbpprop:influenced ?auteur.}}.?influence rdf:type dbpedia-owl:Person.?influence dbpedia-owl:birthDate ?influenceDateBirth.{?influence rdfs:label ?Influences }.FILTER (LANG(?Influences ) = ""fr"")}"
45,"SELECT DISTINCT ?Influences WHERE {{?auteur rdfs:label ""Marie Nimier""@fr} UNION {?auteur foaf:name ""Marie Nimier""@fr}.{{?auteur dbpedia-owl:influenced ?influence} UNION {?auteur dbpprop:influenced ?influence} UNION {?influence dbpedia-owl:influencedBy ?auteur} UNION {?influence dbpprop:influences ?auteur}}{?influence rdfs:label ?Influences}.FILTER (LANG(?Influences) = ""fr"")}"
46,"SELECT DISTINCT ?Influences WHERE {{?auteur rdfs:label ""Marie Nimier""@fr} UNION {?auteur foaf:name ""Marie Nimier""@fr}.{{?auteur dbpedia-owl:influencedBy ?influence} UNION {?auteur dbpprop:influences ?influence} UNION {?influence dbpedia-owl:influenced ?auteur} UNION {?influence dbpprop:influenced ?auteur.}}.?influence rdf:type dbpedia-owl:Person.?influence dbpedia-owl:birthDate ?influenceDateBirth.{?influence rdfs:label ?Influences }.FILTER (LANG(?Influences ) = ""fr"")}"
47,"SELECT DISTINCT ?Influences WHERE {{?auteur rdfs:label ""Jeanne Benameur""@fr} UNION {?auteur foaf:name ""Jeanne Benameur""@fr}.{{?auteur dbpedia-owl:influenced ?influence} UNION {?auteur dbpprop:influenced ?influence} UNION {?influence dbpedia-owl:influencedBy ?auteur} UNION {?influence dbpprop:influences ?auteur}}{?influence rdfs:label ?Influences}.FILTER (LANG(?Influences) = ""fr"")}"
48,"SELECT DISTINCT ?Influences WHERE {{?auteur rdfs:label ""Jeanne Benameur""@fr} UNION {?auteur foaf:name ""Jeanne Benameur""@fr}.{{?auteur dbpedia-owl:influencedBy ?influence} UNION {?auteur dbpprop:influences ?influence} UNION {?influence dbpedia-owl:influenced ?auteur} UNION {?influence dbpprop:influenced ?auteur.}}.?influence rdf:type dbpedia-owl:Person.?influence dbpedia-owl:birthDate ?influenceDateBirth.{?influence rdfs:label ?Influences }.FILTER (LANG(?Influences ) = ""fr"")}"
49,"SELECT DISTINCT ?Influences WHERE {{?auteur rdfs:label ""Anne Bragance""@fr} UNION {?auteur foaf:name ""Anne Bragance""@fr}.{{?auteur dbpedia-owl:influenced ?influence} UNION {?auteur dbpprop:influenced ?influence} UNION {?influence dbpedia-owl:influencedBy ?auteur} UNION {?influence dbpprop:influences ?auteur}}{?influence rdfs:label ?Influences}.FILTER (LANG(?Influences) = ""fr"")}"
50,"SELECT DISTINCT ?Influences WHERE {{?auteur rdfs:label ""Anne Bragance""@fr} UNION {?auteur foaf:name ""Anne Bragance""@fr}.{{?auteur dbpedia-owl:influencedBy ?influence} UNION {?auteur dbpprop:influences ?influence} UNION {?influence dbpedia-owl:influenced ?auteur} UNION {?influence dbpprop:influenced ?auteur.}}.?influence rdf:type dbpedia-owl:Person.?influence dbpedia-owl:birthDate ?influenceDateBirth.{?influence rdfs:label ?Influences }.FILTER (LANG(?Influences ) = ""fr"")}"
51,"SELECT DISTINCT ?Influences WHERE {{?auteur rdfs:label ""Françoise Bourdin""@fr} UNION {?auteur foaf:name ""Françoise Bourdin""@fr}.{{?auteur dbpedia-owl:influenced ?influence} UNION {?auteur dbpprop:influenced ?influence} UNION {?influence dbpedia-owl:influencedBy ?auteur} UNION {?influence dbpprop:influences ?auteur}}{?influence rdfs:label ?Influences}.FILTER (LANG(?Influences) = ""fr"")}"
52,"SELECT DISTINCT ?Influences WHERE {{?auteur rdfs:label ""Françoise Bourdin""@fr} UNION {?auteur foaf:name ""Françoise Bourdin""@fr}.{{?auteur dbpedia-owl:influencedBy ?influence} UNION {?auteur dbpprop:influences ?influence} UNION {?influence dbpedia-owl:influenced ?auteur} UNION {?influence dbpprop:influenced ?auteur.}}.?influence rdf:type dbpedia-owl:Person.?influence dbpedia-owl:birthDate ?influenceDateBirth.{?influence rdfs:label ?Influences }.FILTER (LANG(?Influences ) = ""fr"")}"
53,"SELECT DISTINCT ?Influences WHERE {{?auteur rdfs:label ""Gaëlle Josse""@fr} UNION {?auteur foaf:name ""Gaëlle Josse""@fr}.{{?auteur dbpedia-owl:influenced ?influence} UNION {?auteur dbpprop:influenced ?influence} UNION {?influence dbpedia-owl:influencedBy ?auteur} UNION {?influence dbpprop:influences ?auteur}}{?influence rdfs:label ?Influences}.FILTER (LANG(?Influences) = ""fr"")}"
54,"SELECT DISTINCT ?Influences WHERE {{?auteur rdfs:label ""Gaëlle Josse""@fr} UNION {?auteur foaf:name ""Gaëlle Josse""@fr}.{{?auteur dbpedia-owl:influencedBy ?influence} UNION {?auteur dbpprop:influences ?influence} UNION {?influence dbpedia-owl:influenced ?auteur} UNION {?influence dbpprop:influenced ?auteur.}}.?influence rdf:type dbpedia-owl:Person.?influence dbpedia-owl:birthDate ?influenceDateBirth.{?influence rdfs:label ?Influences }.FILTER (LANG(?Influences ) = ""fr"")}"
55,"SELECT DISTINCT ?Influences WHERE {{?auteur rdfs:label ""Daniel Rondeau""@fr} UNION {?auteur foaf:name ""Daniel Rondeau""@fr}.{{?auteur dbpedia-owl:influenced ?influence} UNION {?auteur dbpprop:influenced ?influence} UNION {?influence dbpedia-owl:influencedBy ?auteur} UNION {?influence dbpprop:influences ?auteur}}{?influence rdfs:label ?Influences}.FILTER (LANG(?Influences) = ""fr"")}"
56,"SELECT DISTINCT ?Influences WHERE {{?auteur rdfs:label ""Daniel Rondeau""@fr} UNION {?auteur foaf:name ""Daniel Rondeau""@fr}.{{?auteur dbpedia-owl:influencedBy ?influence} UNION {?auteur dbpprop:influences ?influence} UNION {?influence dbpedia-owl:influenced ?auteur} UNION {?influence dbpprop:influenced ?auteur.}}.?influence rdf:type dbpedia-owl:Person.?influence dbpedia-owl:birthDate ?influenceDateBirth.{?influence rdfs:label ?Influences }.FILTER (LANG(?Influences ) = ""fr"")}"
57,"SELECT DISTINCT ?Influences WHERE {{?auteur rdfs:label ""Bertrand Schefer""@fr} UNION {?auteur foaf:name ""Bertrand Schefer""@fr}.{{?auteur dbpedia-owl:influenced ?influence} UNION {?auteur dbpprop:influenced ?influence} UNION {?influence dbpedia-owl:influencedBy ?auteur} UNION {?influence dbpprop:influences ?auteur}}{?influence rdfs:label ?Influences}.FILTER (LANG(?Influences) = ""fr"")}"
