,query,results,error
48,"PREFIX prop: <http://dbpedia.org/property/>
PREFIX dbp:<http://dbpedia.org/resource/>
PREFIX ont:<http://dbpedia.org/ontology/>
PREFIX pers:<http://dbpedia.org/Person/>
select ?p  
where { ?p a ont:MusicalArtist .?p a dbpedia-owl:birthPlace 

}
LIMIT 50",,HTTP Error 400: Bad Request
49,"PREFIX prop: <http://dbpedia.org/property/>
PREFIX dbp:<http://dbpedia.org/resource/>
PREFIX ont:<http://dbpedia.org/ontology/>
PREFIX pers:<http://dbpedia.org/Person/>
select ?p  
where { ?p a ont:MusicalArtist .?b a dbpedia-owl:birthPlace 

}
LIMIT 50",,HTTP Error 400: Bad Request
50,"PREFIX prop: <http://dbpedia.org/property/>
PREFIX dbp:<http://dbpedia.org/resource/>
PREFIX ont:<http://dbpedia.org/ontology/>
PREFIX pers:<http://dbpedia.org/Person/>
select ?p  
where { ?p a ont:MusicalArtist .?b a dbpedia-owl:birthPlace ?b

}
LIMIT 50",,HTTP Error 400: Bad Request
51,"PREFIX prop: <http://dbpedia.org/property/>
PREFIX dbp:<http://dbpedia.org/resource/>
PREFIX ont:<http://dbpedia.org/ontology/>
PREFIX pers:<http://dbpedia.org/Person/>
select ?p  
where { ?p a ont:MusicalArtist .?b a dbpedia-owl:birthPlace 

}
LIMIT 50",,HTTP Error 400: Bad Request
52,"PREFIX prop: <http://dbpedia.org/property/>
PREFIX dbp:<http://dbpedia.org/resource/>
PREFIX ont:<http://dbpedia.org/ontology/>
PREFIX pers:<http://dbpedia.org/Person/>
select ?p  
where { ?p a ont:MusicalArtist .?b a dbpedia-owl:Abstract. FILTER(?b,""Boston"",""i"")

}
LIMIT 50",,HTTP Error 400: Bad Request
53,"PREFIX prop: <http://dbpedia.org/property/>
PREFIX dbp:<http://dbpedia.org/resource/>
PREFIX ont:<http://dbpedia.org/ontology/>
PREFIX pers:<http://dbpedia.org/Person/>
select ?p  
where { ?p a ont:MusicalArtist .?b a dbpedia-owl:Abstract. FILTER regexp(?b,""Boston"",""i"")

}
LIMIT 50",,HTTP Error 400: Bad Request
54,"PREFIX prop: <http://dbpedia.org/property/>
PREFIX dbp:<http://dbpedia.org/resource/>
PREFIX ont:<http://dbpedia.org/ontology/>
PREFIX pers:<http://dbpedia.org/Person/>
select ?p  
where { ?p a ont:MusicalArtist .?b a dbpedia-owl:Abstract. FILTER regex(?b,""Boston"",""i"")

}
LIMIT 50",,HTTP Error 400: Bad Request
55,"PREFIX prop: <http://dbpedia.org/property/>
PREFIX dbp:<http://dbpedia.org/resource/>
PREFIX ont:<http://dbpedia.org/ontology/>
PREFIX pers:<http://dbpedia.org/Person/>
select ?p  
where { ?p a ont:MusicalArtist .?p a dbpedia-owl:Abstract ?a . FILTER regex(?a,""Boston"",""i"")

}
LIMIT 50",,HTTP Error 400: Bad Request
56,"PREFIX dbpo:<http://dbpedia.org/ontology/>
PREFIX type:<http://dbpedia.org/class/yago/>
PREFIX prop:<http://dbpedia.org/property/>
SELECT DISTINCT ?x
WHERE{
    ?x a dbpedia-owl:Person;
     rdfs:label?occupation;
     prop:occupation?guitarist;
     rdfs:label?birth place;
     ?birthplace1 a dbpedia-owl:City.
FILTER { str(birthplace1) = 'Boston'}

     }
LIMIT 100",,HTTP Error 400: Bad Request
57,"PREFIX dbpo:<http://dbpedia.org/ontology/>
PREFIX type:<http://dbpedia.org/class/yago/>
PREFIX prop:<http://dbpedia.org/property/>
SELECT DISTINCT ?x
WHERE{
    ?x a dbpedia-owl:Person;
     rdfs:label?occupation;
     prop:occupation?guitarist;
     rdfs:label?birth place;
     ?birthplace1 a dbpedia-owl:City.
FILTER { str(birthplace1) = 'Boston'}

     }
LIMIT 100",,HTTP Error 400: Bad Request
58,"PREFIX prop: <http://dbpedia.org/property/>
PREFIX dbp:<http://dbpedia.org/resource/>
PREFIX ont:<http://dbpedia.org/ontology/>
PREFIX pers:<http://dbpedia.org/Person/>
select ?p  
where { ?p a ont:MusicalArtist .?p a dbpedia-owl:Abstract ?a . FILTER regex(?a,""Boston"",""i"")

}
LIMIT 50",,HTTP Error 400: Bad Request
59,"PREFIX dbpedia:<http://dbpedia.org/resource/>
PREFIX dbpedia-ont:<http://dbpedia.org/ontology/>
select distinct ?x 
where{ 
?x a dbpedia -owl:Person. 

} Limit 100",,HTTP Error 400: Bad Request
60,"PREFIX prop: <http://dbpedia.org/property/>
PREFIX dbp:<http://dbpedia.org/resource/>
PREFIX ont:<http://dbpedia.org/ontology/>
PREFIX pers:<http://dbpedia.org/Person/>
select ?p  
where { ?p a ont:MusicalArtist .?p a dbpedia-owl:Abstract ?a  FILTER regex(?a,""Boston"",""i"")

}
LIMIT 50",,HTTP Error 400: Bad Request
61,"PREFIX dbpedia:<http://dbpedia.org/resource/>
PREFIX dbpedia-ont:<http://dbpedia.org/ontology/>
select distinct ?x 
where{ 
?x a dbpedia-owl:Person. 

} Limit 100",,HTTP Error 400: Bad Request
62,"PREFIX prop: <http://dbpedia.org/property/>
PREFIX dbp:<http://dbpedia.org/resource/>
PREFIX ont:<http://dbpedia.org/ontology/>
PREFIX pers:<http://dbpedia.org/Person/>
select ?p  
where { ?p a ont:MusicalArtist .?p a dbpedia-owl:Abstract ?a  FILTER regex(?a,""Boston"",""i"")

}
LIMIT 50",,HTTP Error 400: Bad Request
63,"PREFIX prop: <http://dbpedia.org/property/>
PREFIX dbp:<http://dbpedia.org/resource/>
PREFIX ont:<http://dbpedia.org/ontology/>
PREFIX pers:<http://dbpedia.org/Person/>
select ?p  
where { ?p a ont:MusicalArtist . ?p a dbpedia-owl:Abstract ?a  . FILTER regex(?a,""Boston"",""i"")

}
LIMIT 50",,HTTP Error 400: Bad Request
64,"PREFIX dbpo:<http://dbpedia.org/ontology/>
PREFIX type:<http://dbpedia.org/class/yago/>
PREFIX prop:<http://dbpedia.org/property/>
PREFIX <http://dbpedia.org/resource/classes#>
SELECT DISTINCT ?x
WHERE{
    ?x a dbpedia-owl:Person;
     rdfs:label?occupation;
     prop:occupation?guitarist;
     rdfs:label?birth 
place;
     ?birthplace1 a dbpedia-owl:City.
FILTER { str(birthplace1) = 'Boston'}

     }
LIMIT 100",,HTTP Error 400: Bad Request
65,"PREFIX dbpo:<http://dbpedia.org/ontology/>
PREFIX type:<http://dbpedia.org/class/yago/>
PREFIX prop:<http://dbpedia.org/property/>

SELECT DISTINCT ?x
WHERE{
    ?x a dbpedia-owl:Person;
     rdfs:label?occupation;
     prop:occupation?guitarist;
     rdfs:label?birth 
place;
     ?birthplace1 a dbpedia-owl:City.
FILTER { str(birthplace1) = 'Boston'}

     }
LIMIT 100",,HTTP Error 400: Bad Request
66,"PREFIX dbpo:<http://dbpedia.org/ontology/>
PREFIX type:<http://dbpedia.org/class/yago/>
PREFIX prop:<http://dbpedia.org/property/>

SELECT DISTINCT ?x
WHERE{
    ?x a dbpedia-owl:Person;
     rdfs:label?occupation;
     prop:occupation?guitarist;
     rdfs:label?birth place;
     ?birthplace1 a dbpedia-owl:City.
FILTER { str(birthplace1) = 'Boston'}

     }
LIMIT 100",,HTTP Error 400: Bad Request
67,"PREFIX dbpo:<http://dbpedia.org/ontology/>
PREFIX type:<http://dbpedia.org/class/yago/>
PREFIX prop:<http://dbpedia.org/property/>

SELECT DISTINCT ?x
WHERE{
    ?x a dbpedia-owl:Person;
     rdfs:label?occupation;
     prop:occupation?guitarist;
     rdfs:label?birth place.
     ?birthplace1 a dbpedia-owl:City.
FILTER { str(birthplace1) = 'Boston'}

     }
LIMIT 100",,HTTP Error 400: Bad Request
68,"PREFIX prop: <http://dbpedia.org/property/>
PREFIX dbp:<http://dbpedia.org/resource/>
PREFIX ont:<http://dbpedia.org/ontology/>
PREFIX pers:<http://dbpedia.org/Person/>
select ?p  
where { ?p a ont:MusicalArtist . ?p a dbpedia-owl:Abstract ?a FILTER regex(?a,""Boston"",""i"")

}
LIMIT 50",,HTTP Error 400: Bad Request
69,"PREFIX dbpo:<http://dbpedia.org/ontology/>
PREFIX type:<http://dbpedia.org/class/yago/>
PREFIX prop:<http://dbpedia.org/property/>

SELECT DISTINCT ?x
WHERE{
    ?x a dbpedia-owl:Person;
     rdfs:label?occupation;
     prop:occupation?guitarist;
     rdfs:label?birthplace;
     ?birthplace1 a dbpedia-owl:City.
FILTER { str(birthplace1) = 'Boston'}

     }
LIMIT 100",,HTTP Error 400: Bad Request
70,"PREFIX dbpo:<http://dbpedia.org/ontology/>
PREFIX type:<http://dbpedia.org/class/yago/>
PREFIX prop:<http://dbpedia.org/property/>

SELECT DISTINCT ?x
WHERE{
    ?x a dbpedia-owl:Person;
     rdfs:label?occupation;
     prop:occupation?guitarist;
     rdfs:label?birthplace;
     ?birthplace a dbpedia-owl:City.
FILTER { str(birthplace1) = 'Boston'}

     }
LIMIT 100",,HTTP Error 400: Bad Request
71,"PREFIX dbpedia:<http://dbpedia.org/resource/>
PREFIX dbpedia-ont:<http://dbpedia.org/ontology/>
select distinct ?x 
where{ 
?x a owl:ObjetcProperty
filter rejex(?x,""guitarist"")

} Limit 100",,HTTP Error 400: Bad Request
72,"PREFIX dbpedia:<http://dbpedia.org/resource/>
PREFIX dbpedia-ont:<http://dbpedia.org/ontology/>
select distinct ?x 
where{ 
?x a owl:ObjetcProperty
filter rejex(?x,""guitarist"")

} Limit 100",,HTTP Error 400: Bad Request
73,"PREFIX prop: <http://dbpedia.org/property/>
PREFIX dbp:<http://dbpedia.org/resource/>
PREFIX ont:<http://dbpedia.org/ontology/>
PREFIX pers:<http://dbpedia.org/Person/>
select ?p  
where { ?p a ont:MusicalArtist . ?p a dbp:Boston
}
LIMIT 50",0.0,
74,"PREFIX dbpo:<http://dbpedia.org/ontology/>
PREFIX type:<http://dbpedia.org/class/yago/>
PREFIX prop:<http://dbpedia.org/property/>

SELECT DISTINCT ?x
WHERE{
    ?x a dbpedia-owl:Person;
     rdfs:label?occupation;
     prop:occupation?guitarist;
     rdfs:label?birthplace;
     ?birthplace a dbpedia-owl:City.
FILTER { str(birthplace) = 'Boston'}

     }
LIMIT 100",,HTTP Error 400: Bad Request
75,"PREFIX dbpedia:<http://dbpedia.org/resource/>
PREFIX dbpedia-ont:<http://dbpedia.org/ontology/>
select distinct ?x 
where{ 
?x a owl:ObjetcProperty
FILTER rejex(?x,""guitarist"")

} Limit 100",,HTTP Error 400: Bad Request
76,"PREFIX prop: <http://dbpedia.org/property/>
PREFIX dbp:<http://dbpedia.org/resource/>
PREFIX ont:<http://dbpedia.org/ontology/>
PREFIX pers:<http://dbpedia.org/Person/>
select ?p  
where { ?p a ont:MusicalArtist  ?a a dbpedia-owl:birthPlace  
}
LIMIT 50",,HTTP Error 400: Bad Request
77,"PREFIX dbpedia:<http://dbpedia.org/resource/>
PREFIX dbpedia-ont:<http://dbpedia.org/ontology/>
select distinct ?x 
where{ 
?x a owl:ObjetcProperty
FILTER rejex(?x,""guitarist"")

} Limit 100",,HTTP Error 400: Bad Request
78,"PREFIX prop: <http://dbpedia.org/property/>
PREFIX dbp:<http://dbpedia.org/resource/>
PREFIX ont:<http://dbpedia.org/ontology/>
PREFIX pers:<http://dbpedia.org/Person/>
select ?p  
where { ?p a ont:MusicalArtist  . ?a a dbpedia-owl:birthPlace  
}
LIMIT 50",,HTTP Error 400: Bad Request
79,"PREFIX prop: <http://dbpedia.org/property/>
PREFIX dbp:<http://dbpedia.org/resource/>
PREFIX ont:<http://dbpedia.org/ontology/>
PREFIX pers:<http://dbpedia.org/Person/>
select ?p  
where { ?p a ont:MusicalArtist  
}
LIMIT 50",50.0,
80,"PREFIX prop: <http://dbpedia.org/property/>
PREFIX dbp:<http://dbpedia.org/resource/>
PREFIX ont:<http://dbpedia.org/ontology/>
PREFIX pers:<http://dbpedia.org/Person/>
select ?p  
where { ?p a ont:MusicalArtist . ?p a pers:person
}
LIMIT 200",0.0,
81,"PREFIX prop: <http://dbpedia.org/property/>
PREFIX dbp:<http://dbpedia.org/resource/>
PREFIX ont:<http://dbpedia.org/ontology/>
PREFIX pers:<http://dbpedia.org/Person/>
select ?p  
where { ?p a ont:MusicalArtist . ?p a rdf:type
}
LIMIT 200",0.0,
82,"PREFIX prop: <http://dbpedia.org/property/>
PREFIX dbp:<http://dbpedia.org/resource/>
PREFIX ont:<http://dbpedia.org/ontology/>
PREFIX pers:<http://dbpedia.org/Person/>
select ?p  
where { ?p a ont:MusicalArtist 
}
LIMIT 200",200.0,
83,"PREFIX dbpo:<http://dbpedia.org/ontology/>
PREFIX type:<http://dbpedia.org/class/yago/>
PREFIX prop:<http://dbpedia.org/property/>

SELECT DISTINCT ?x
WHERE{
    ?x a dbpedia-owl:Person;
     rdfs:label?occupation;
     prop:occupation?guitarist;
     rdfs:label?birthPlace;
     ?birthPlace a dbpedia-owl:City.
FILTER { str(birthPlace) = 'Boston'}

     }
LIMIT 100",,HTTP Error 400: Bad Request
84,"PREFIX dbpo:<http://dbpedia.org/ontology/>
PREFIX type:<http://dbpedia.org/class/yago/>
PREFIX prop:<http://dbpedia.org/property/>

SELECT DISTINCT ?x
WHERE{
    ?x a dbpedia-owl:Person;
     rdfs:label?occupation;
     prop:occupation?guitarist;
     rdfs:label?birthPlace;
     ?birthPlace a dbpedia-owl:City.
FILTER { str(birthPlace) = 'Boston'}

     }
LIMIT 100",,HTTP Error 400: Bad Request
85,"select distinct ?guit ?femme
 where {
?guit dbpedia-owl:birthPlace dbpedia:Boston.
?guit a dbpedia-owl:Artist.
} LIMIT 100",,HTTP Error 400: Bad Request
86,"PREFIX dbpedia:<http://dbpedia.org/resource/>
PREFIX dbpedia-ont:<http://dbpedia.org/ontology/>
select distinct ?x 
where{ 
?x a dbpedia-owl:Person. 

} Limit 100",,HTTP Error 400: Bad Request
87,"select distinct ?guit
 where {
?guit dbpedia-owl:birthPlace dbpedia:Boston.
?guit a dbpedia-owl:Artist.
} LIMIT 100",,HTTP Error 400: Bad Request
88,"PREFIX prop: <http://dbpedia.org/property/>
PREFIX dbp:<http://dbpedia.org/resource/>
PREFIX ont:<http://dbpedia.org/ontology/>
PREFIX pers:<http://dbpedia.org/Person/>
select ?p  
where { ?p a ont:MusicalArtist . ?b a prop:Guitarist
}
LIMIT 200",0.0,
89,"select ?Guitariste
where {
   ?Guitariste a dbpedia-owl:Person
   ?Guitariste a dbpedia-owl:Artist
   ?Guitariste a dbpedia-owl:MusicalArtist
   ?Guitariste a dbpedia-owl:Instrumentalist
   ?Guitariste a dbpedia-owl:Guitarist
} LIMIT 100",,HTTP Error 400: Bad Request
90,"PREFIX prop: <http://dbpedia.org/property/>
PREFIX dbp:<http://dbpedia.org/resource/>
PREFIX ont:<http://dbpedia.org/ontology/>
PREFIX pers:<http://dbpedia.org/Person/>
select ?p  
where { ?p a ont:MusicalArtist . ?b a ont:Guitar
}
LIMIT 200",0.0,
91,"select distinct ?guit
 where {
?guit dbpedia-owl:birthPlace dbpedia:Boston.
?guit a dbpedia-owl:Artist.
?guit dbpedia-owl:instrument dbpedia:Guitar.
} LIMIT 100",,HTTP Error 400: Bad Request
92,"PREFIX prop: <http://dbpedia.org/property/>
PREFIX dbp:<http://dbpedia.org/resource/>
PREFIX ont:<http://dbpedia.org/ontology/>
PREFIX pers:<http://dbpedia.org/Person/>
select ?p  
where { ?p a ont:MusicalArtist  ?b a ont:Guitar
}
LIMIT 200",,HTTP Error 400: Bad Request
93,"PREFIX prop: <http://dbpedia.org/property/>
PREFIX dbp:<http://dbpedia.org/resource/>
PREFIX ont:<http://dbpedia.org/ontology/>
PREFIX pers:<http://dbpedia.org/Person/>
select ?p  
where { ?p a ont:MusicalArtist  
       ?b a ont:Guitar
}
LIMIT 200",,HTTP Error 400: Bad Request
94,"PREFIX prop: <http://dbpedia.org/property/>
PREFIX dbp:<http://dbpedia.org/resource/>
PREFIX ont:<http://dbpedia.org/ontology/>
PREFIX pers:<http://dbpedia.org/Person/>
select ?p  
where { ?p a ont:MusicalArtist  
        . ?b a ont:Guitar
}
LIMIT 200",0.0,
95,"PREFIX prop: <http://dbpedia.org/property/>
PREFIX dbp:<http://dbpedia.org/resource/>
PREFIX ont:<http://dbpedia.org/ontology/>
PREFIX pers:<http://dbpedia.org/Person/>
select ?p ?b 
where { ?p a ont:MusicalArtist  . ?b a ont:Guitar
}
LIMIT 200",0.0,
