,query,results,error
24,SELECT DISTINCT * WHERE {?item rdf:type <http://dbpedia.org/class/yago/StatesAndTerritoriesEstablishedIn1237> . 	OPTIONAL {?item rdfs:label ?label}.OPTIONAL {?item geo:long  ?long}.OPTIONAL {?item geo:lat  ?lat}.OPTIONAL {?item <http://dbpedia.org/ontology/abstract> ?abstract}.FILTER(lang(?abstract) = 'en').FILTER(lang(?label) = 'en').} LIMIT 128 ,0.0,
25,SELECT DISTINCT * WHERE {?item rdf:type <http://dbpedia.org/class/yago/Country108544813> . 	OPTIONAL {?item rdfs:label ?label}.OPTIONAL {?item geo:long  ?long}.OPTIONAL {?item geo:lat  ?lat}.OPTIONAL {?item <http://dbpedia.org/ontology/abstract> ?abstract}.FILTER(lang(?abstract) = 'en').FILTER(lang(?label) = 'en').} LIMIT 128 ,128.0,
26,SELECT DISTINCT * WHERE {?item rdf:type <http://dbpedia.org/class/yago/StatesOfGermany> . 	OPTIONAL {?item rdfs:label ?label}.OPTIONAL {?item geo:long  ?long}.OPTIONAL {?item geo:lat  ?lat}.OPTIONAL {?item <http://dbpedia.org/ontology/abstract> ?abstract}.FILTER(lang(?abstract) = 'en').FILTER(lang(?label) = 'en').} LIMIT 128 ,0.0,
27,SELECT DISTINCT * WHERE {?item rdf:type <http://dbpedia.org/class/yago/YagoLegalActorGeo> . 	OPTIONAL {?item rdfs:label ?label}.OPTIONAL {?item geo:long  ?long}.OPTIONAL {?item geo:lat  ?lat}.OPTIONAL {?item <http://dbpedia.org/ontology/abstract> ?abstract}.FILTER(lang(?abstract) = 'en').FILTER(lang(?label) = 'en').} LIMIT 128 ,128.0,
28,SELECT DISTINCT * WHERE {?item rdf:type <http://dbpedia.org/class/yago/YagoPermanentlyLocatedEntity> . 	OPTIONAL {?item rdfs:label ?label}.OPTIONAL {?item geo:long  ?long}.OPTIONAL {?item geo:lat  ?lat}.OPTIONAL {?item <http://dbpedia.org/ontology/abstract> ?abstract}.FILTER(lang(?abstract) = 'en').FILTER(lang(?label) = 'en').} LIMIT 128 ,128.0,
29,SELECT DISTINCT ?type ?long ?lat ?abstract WHERE { <http://dbpedia.org/resource/Turmstra�e> rdf:type ?type  . OPTIONAL {<http://dbpedia.org/resource/Turmstra�e> <http://dbpedia.org/ontology/abstract> ?abstract}.FILTER(lang(?abstract) = 'en').OPTIONAL {<http://dbpedia.org/resource/Turmstra�e> geo:long  ?long} . OPTIONAL {<http://dbpedia.org/resource/Turmstra�e> geo:lat  ?lat} . },0.0,
30,SELECT DISTINCT ?type ?long ?lat ?abstract WHERE { <http://dbpedia.org/resource/Birkenstra�e_(Berlin_U-Bahn)> rdf:type ?type  . OPTIONAL {<http://dbpedia.org/resource/Birkenstra�e_(Berlin_U-Bahn)> <http://dbpedia.org/ontology/abstract> ?abstract}.FILTER(lang(?abstract) = 'en').OPTIONAL {<http://dbpedia.org/resource/Birkenstra�e_(Berlin_U-Bahn)> geo:long  ?long} . OPTIONAL {<http://dbpedia.org/resource/Birkenstra�e_(Berlin_U-Bahn)> geo:lat  ?lat} . },0.0,
31,SELECT DISTINCT ?type ?long ?lat ?abstract WHERE { <http://dbpedia.org/resource/Berlin_Westhafen_station> rdf:type ?type  . OPTIONAL {<http://dbpedia.org/resource/Berlin_Westhafen_station> <http://dbpedia.org/ontology/abstract> ?abstract}.FILTER(lang(?abstract) = 'en').OPTIONAL {<http://dbpedia.org/resource/Berlin_Westhafen_station> geo:long  ?long} . OPTIONAL {<http://dbpedia.org/resource/Berlin_Westhafen_station> geo:lat  ?lat} . },24.0,
32,SELECT DISTINCT ?type ?long ?lat ?abstract WHERE { <http://dbpedia.org/resource/Federal_Ministry_of_the_Interior_(Germany)> rdf:type ?type  . OPTIONAL {<http://dbpedia.org/resource/Federal_Ministry_of_the_Interior_(Germany)> <http://dbpedia.org/ontology/abstract> ?abstract}.FILTER(lang(?abstract) = 'en').OPTIONAL {<http://dbpedia.org/resource/Federal_Ministry_of_the_Interior_(Germany)> geo:long  ?long} . OPTIONAL {<http://dbpedia.org/resource/Federal_Ministry_of_the_Interior_(Germany)> geo:lat  ?lat} . },22.0,
33,SELECT DISTINCT ?type ?long ?lat ?abstract WHERE { <http://dbpedia.org/resource/Turmstra�e_(Berlin_U-Bahn)> rdf:type ?type  . OPTIONAL {<http://dbpedia.org/resource/Turmstra�e_(Berlin_U-Bahn)> <http://dbpedia.org/ontology/abstract> ?abstract}.FILTER(lang(?abstract) = 'en').OPTIONAL {<http://dbpedia.org/resource/Turmstra�e_(Berlin_U-Bahn)> geo:long  ?long} . OPTIONAL {<http://dbpedia.org/resource/Turmstra�e_(Berlin_U-Bahn)> geo:lat  ?lat} . },0.0,
34,SELECT DISTINCT ?type ?long ?lat ?abstract WHERE { <http://dbpedia.org/resource/Moabit> rdf:type ?type  . OPTIONAL {<http://dbpedia.org/resource/Moabit> <http://dbpedia.org/ontology/abstract> ?abstract}.FILTER(lang(?abstract) = 'en').OPTIONAL {<http://dbpedia.org/resource/Moabit> geo:long  ?long} . OPTIONAL {<http://dbpedia.org/resource/Moabit> geo:lat  ?lat} . },21.0,
35,SELECT DISTINCT ?type ?long ?lat ?abstract WHERE { <http://dbpedia.org/resource/Robert_Koch_Institute> rdf:type ?type  . OPTIONAL {<http://dbpedia.org/resource/Robert_Koch_Institute> <http://dbpedia.org/ontology/abstract> ?abstract}.FILTER(lang(?abstract) = 'en').OPTIONAL {<http://dbpedia.org/resource/Robert_Koch_Institute> geo:long  ?long} . OPTIONAL {<http://dbpedia.org/resource/Robert_Koch_Institute> geo:lat  ?lat} . },11.0,
36,SELECT DISTINCT ?type ?long ?lat ?abstract WHERE { <http://dbpedia.org/resource/Berlin_Bellevue_station> rdf:type ?type  . OPTIONAL {<http://dbpedia.org/resource/Berlin_Bellevue_station> <http://dbpedia.org/ontology/abstract> ?abstract}.FILTER(lang(?abstract) = 'en').OPTIONAL {<http://dbpedia.org/resource/Berlin_Bellevue_station> geo:long  ?long} . OPTIONAL {<http://dbpedia.org/resource/Berlin_Bellevue_station> geo:lat  ?lat} . },21.0,
37,SELECT DISTINCT ?type ?long ?lat ?abstract WHERE { <http://dbpedia.org/resource/Poststadion> rdf:type ?type  . OPTIONAL {<http://dbpedia.org/resource/Poststadion> <http://dbpedia.org/ontology/abstract> ?abstract}.FILTER(lang(?abstract) = 'en').OPTIONAL {<http://dbpedia.org/resource/Poststadion> geo:long  ?long} . OPTIONAL {<http://dbpedia.org/resource/Poststadion> geo:lat  ?lat} . },32.0,
38,SELECT DISTINCT ?type ?long ?lat ?abstract WHERE { <http://dbpedia.org/resource/2007 1308_NOFV-Oberliga> rdf:type ?type  . OPTIONAL {<http://dbpedia.org/resource/2007 1308_NOFV-Oberliga> <http://dbpedia.org/ontology/abstract> ?abstract}.FILTER(lang(?abstract) = 'en').OPTIONAL {<http://dbpedia.org/resource/2007 1308_NOFV-Oberliga> geo:long  ?long} . OPTIONAL {<http://dbpedia.org/resource/2007 1308_NOFV-Oberliga> geo:lat  ?lat} . },,HTTP Error 400: Bad Request
39,SELECT DISTINCT ?type ?long ?lat ?abstract WHERE { <http://dbpedia.org/resource/Berlin_Beusselstra�e_station> rdf:type ?type  . OPTIONAL {<http://dbpedia.org/resource/Berlin_Beusselstra�e_station> <http://dbpedia.org/ontology/abstract> ?abstract}.FILTER(lang(?abstract) = 'en').OPTIONAL {<http://dbpedia.org/resource/Berlin_Beusselstra�e_station> geo:long  ?long} . OPTIONAL {<http://dbpedia.org/resource/Berlin_Beusselstra�e_station> geo:lat  ?lat} . },0.0,
40,SELECT DISTINCT * WHERE {?item rdf:type <http://dbpedia.org/class/yago/RailwayStation104049098> . 	OPTIONAL {?item rdfs:label ?label}.OPTIONAL {?item geo:long  ?long}.OPTIONAL {?item geo:lat  ?lat}.OPTIONAL {?item <http://dbpedia.org/ontology/abstract> ?abstract}.FILTER(lang(?abstract) = 'en').FILTER(lang(?label) = 'en').} LIMIT 128 ,128.0,
41,SELECT DISTINCT ?type ?long ?lat ?abstract WHERE { <http://dbpedia.org/resource/GVU> rdf:type ?type  . OPTIONAL {<http://dbpedia.org/resource/GVU> <http://dbpedia.org/ontology/abstract> ?abstract}.FILTER(lang(?abstract) = 'en').OPTIONAL {<http://dbpedia.org/resource/GVU> geo:long  ?long} . OPTIONAL {<http://dbpedia.org/resource/GVU> geo:lat  ?lat} . },0.0,
42,SELECT DISTINCT * WHERE {?item rdf:type <http://dbpedia.org/class/yago/BerlinS-BahnStations> . 	OPTIONAL {?item rdfs:label ?label}.OPTIONAL {?item geo:long  ?long}.OPTIONAL {?item geo:lat  ?lat}.OPTIONAL {?item <http://dbpedia.org/ontology/abstract> ?abstract}.FILTER(lang(?abstract) = 'en').FILTER(lang(?label) = 'en').} LIMIT 128 ,0.0,
43,SELECT DISTINCT * WHERE {?item rdf:type <http://dbpedia.org/class/yago/Artifact100021939> . 	OPTIONAL {?item rdfs:label ?label}.OPTIONAL {?item geo:long  ?long}.OPTIONAL {?item geo:lat  ?lat}.OPTIONAL {?item <http://dbpedia.org/ontology/abstract> ?abstract}.FILTER(lang(?abstract) = 'en').FILTER(lang(?label) = 'en').} LIMIT 128 ,128.0,
44,SELECT DISTINCT * WHERE {?item rdf:type <http://dbpedia.org/class/yago/Object100002684> . 	OPTIONAL {?item rdfs:label ?label}.OPTIONAL {?item geo:long  ?long}.OPTIONAL {?item geo:lat  ?lat}.OPTIONAL {?item <http://dbpedia.org/ontology/abstract> ?abstract}.FILTER(lang(?abstract) = 'en').FILTER(lang(?label) = 'en').} LIMIT 128 ,128.0,
45,SELECT DISTINCT * WHERE {?item rdf:type <http://dbpedia.org/class/yago/Whole100003553> . 	OPTIONAL {?item rdfs:label ?label}.OPTIONAL {?item geo:long  ?long}.OPTIONAL {?item geo:lat  ?lat}.OPTIONAL {?item <http://dbpedia.org/ontology/abstract> ?abstract}.FILTER(lang(?abstract) = 'en').FILTER(lang(?label) = 'en').} LIMIT 128 ,128.0,
46,SELECT DISTINCT * WHERE {?item rdf:type <http://dbpedia.org/class/yago/Facility103315023> . 	OPTIONAL {?item rdfs:label ?label}.OPTIONAL {?item geo:long  ?long}.OPTIONAL {?item geo:lat  ?lat}.OPTIONAL {?item <http://dbpedia.org/ontology/abstract> ?abstract}.FILTER(lang(?abstract) = 'en').FILTER(lang(?label) = 'en').} LIMIT 128 ,128.0,
47,SELECT DISTINCT * WHERE {?item rdf:type <http://dbpedia.org/class/yago/YagoGeoEntity> . 	OPTIONAL {?item rdfs:label ?label}.OPTIONAL {?item geo:long  ?long}.OPTIONAL {?item geo:lat  ?lat}.OPTIONAL {?item <http://dbpedia.org/ontology/abstract> ?abstract}.FILTER(lang(?abstract) = 'en').FILTER(lang(?label) = 'en').} LIMIT 128 ,128.0,
48,SELECT DISTINCT * WHERE {?item rdf:type <http://dbpedia.org/class/yago/RailwayStationsInBerlin> . 	OPTIONAL {?item rdfs:label ?label}.OPTIONAL {?item geo:long  ?long}.OPTIONAL {?item geo:lat  ?lat}.OPTIONAL {?item <http://dbpedia.org/ontology/abstract> ?abstract}.FILTER(lang(?abstract) = 'en').FILTER(lang(?label) = 'en').} LIMIT 128 ,0.0,
49,SELECT DISTINCT * WHERE {?item rdf:type <http://dbpedia.org/class/yago/RailwayStationsOpenedIn1897> . 	OPTIONAL {?item rdfs:label ?label}.OPTIONAL {?item geo:long  ?long}.OPTIONAL {?item geo:lat  ?lat}.OPTIONAL {?item <http://dbpedia.org/ontology/abstract> ?abstract}.FILTER(lang(?abstract) = 'en').FILTER(lang(?label) = 'en').} LIMIT 128 ,0.0,
50,SELECT DISTINCT * WHERE {?item rdf:type <http://dbpedia.org/class/yago/RailwayStationsOpenedIn1961> . 	OPTIONAL {?item rdfs:label ?label}.OPTIONAL {?item geo:long  ?long}.OPTIONAL {?item geo:lat  ?lat}.OPTIONAL {?item <http://dbpedia.org/ontology/abstract> ?abstract}.FILTER(lang(?abstract) = 'en').FILTER(lang(?label) = 'en').} LIMIT 128 ,0.0,
51,SELECT DISTINCT * WHERE {?item rdf:type <http://dbpedia.org/class/yago/BerlinU-BahnStations> . 	OPTIONAL {?item rdfs:label ?label}.OPTIONAL {?item geo:long  ?long}.OPTIONAL {?item geo:lat  ?lat}.OPTIONAL {?item <http://dbpedia.org/ontology/abstract> ?abstract}.FILTER(lang(?abstract) = 'en').FILTER(lang(?label) = 'en').} LIMIT 128 ,0.0,
52,SELECT DISTINCT * WHERE {?item rdf:type <http://dbpedia.org/class/yago/PhysicalEntity100001930> . 	OPTIONAL {?item rdfs:label ?label}.OPTIONAL {?item geo:long  ?long}.OPTIONAL {?item geo:lat  ?lat}.OPTIONAL {?item <http://dbpedia.org/ontology/abstract> ?abstract}.FILTER(lang(?abstract) = 'en').FILTER(lang(?label) = 'en').} LIMIT 128 ,128.0,
53,SELECT DISTINCT * WHERE {?item rdf:type <http://dbpedia.org/class/yago/Terminal104412901> . 	OPTIONAL {?item rdfs:label ?label}.OPTIONAL {?item geo:long  ?long}.OPTIONAL {?item geo:lat  ?lat}.OPTIONAL {?item <http://dbpedia.org/ontology/abstract> ?abstract}.FILTER(lang(?abstract) = 'en').FILTER(lang(?label) = 'en').} LIMIT 128 ,128.0,
54,SELECT DISTINCT * WHERE {?item rdf:type <http://dbpedia.org/class/yago/Station104306080> . 	OPTIONAL {?item rdfs:label ?label}.OPTIONAL {?item geo:long  ?long}.OPTIONAL {?item geo:lat  ?lat}.OPTIONAL {?item <http://dbpedia.org/ontology/abstract> ?abstract}.FILTER(lang(?abstract) = 'en').FILTER(lang(?label) = 'en').} LIMIT 128 ,128.0,
55,SELECT DISTINCT * WHERE {?item rdf:type <http://dbpedia.org/class/yago/YagoPermanentlyLocatedEntity> . 	OPTIONAL {?item rdfs:label ?label}.OPTIONAL {?item geo:long  ?long}.OPTIONAL {?item geo:lat  ?lat}.OPTIONAL {?item <http://dbpedia.org/ontology/abstract> ?abstract}.FILTER(lang(?abstract) = 'en').FILTER(lang(?label) = 'en').} LIMIT 128 ,128.0,
56,SELECT DISTINCT * WHERE {?item rdf:type <http://dbpedia.org/class/yago/LocalitiesOfBerlin> . 	OPTIONAL {?item rdfs:label ?label}.OPTIONAL {?item geo:long  ?long}.OPTIONAL {?item geo:lat  ?lat}.OPTIONAL {?item <http://dbpedia.org/ontology/abstract> ?abstract}.FILTER(lang(?abstract) = 'en').FILTER(lang(?label) = 'en').} LIMIT 128 ,0.0,
57,SELECT DISTINCT * WHERE {?item rdf:type <http://dbpedia.org/class/yago/Object100002684> . 	OPTIONAL {?item rdfs:label ?label}.OPTIONAL {?item geo:long  ?long}.OPTIONAL {?item geo:lat  ?lat}.OPTIONAL {?item <http://dbpedia.org/ontology/abstract> ?abstract}.FILTER(lang(?abstract) = 'en').FILTER(lang(?label) = 'en').} LIMIT 128 ,128.0,
58,SELECT DISTINCT * WHERE {?item rdf:type <http://dbpedia.org/class/yago/Area108497294> . 	OPTIONAL {?item rdfs:label ?label}.OPTIONAL {?item geo:long  ?long}.OPTIONAL {?item geo:lat  ?lat}.OPTIONAL {?item <http://dbpedia.org/ontology/abstract> ?abstract}.FILTER(lang(?abstract) = 'en').FILTER(lang(?label) = 'en').} LIMIT 128 ,128.0,
59,SELECT DISTINCT * WHERE {?item rdf:type <http://dbpedia.org/class/yago/Location100027167> . 	OPTIONAL {?item rdfs:label ?label}.OPTIONAL {?item geo:long  ?long}.OPTIONAL {?item geo:lat  ?lat}.OPTIONAL {?item <http://dbpedia.org/ontology/abstract> ?abstract}.FILTER(lang(?abstract) = 'en').FILTER(lang(?label) = 'en').} LIMIT 128 ,128.0,
60,SELECT DISTINCT * WHERE {?item rdf:type <http://dbpedia.org/class/yago/YagoGeoEntity> . 	OPTIONAL {?item rdfs:label ?label}.OPTIONAL {?item geo:long  ?long}.OPTIONAL {?item geo:lat  ?lat}.OPTIONAL {?item <http://dbpedia.org/ontology/abstract> ?abstract}.FILTER(lang(?abstract) = 'en').FILTER(lang(?label) = 'en').} LIMIT 128 ,128.0,
61,SELECT DISTINCT * WHERE {?item rdf:type <http://dbpedia.org/class/yago/Region108630985> . 	OPTIONAL {?item rdfs:label ?label}.OPTIONAL {?item geo:long  ?long}.OPTIONAL {?item geo:lat  ?lat}.OPTIONAL {?item <http://dbpedia.org/ontology/abstract> ?abstract}.FILTER(lang(?abstract) = 'en').FILTER(lang(?label) = 'en').} LIMIT 128 ,128.0,
62,SELECT DISTINCT * WHERE {?item rdf:type <http://dbpedia.org/class/yago/Section108648322> . 	OPTIONAL {?item rdfs:label ?label}.OPTIONAL {?item geo:long  ?long}.OPTIONAL {?item geo:lat  ?lat}.OPTIONAL {?item <http://dbpedia.org/ontology/abstract> ?abstract}.FILTER(lang(?abstract) = 'en').FILTER(lang(?label) = 'en').} LIMIT 128 ,128.0,
63,SELECT DISTINCT * WHERE {?item rdf:type <http://dbpedia.org/class/yago/PhysicalEntity100001930> . 	OPTIONAL {?item rdfs:label ?label}.OPTIONAL {?item geo:long  ?long}.OPTIONAL {?item geo:lat  ?lat}.OPTIONAL {?item <http://dbpedia.org/ontology/abstract> ?abstract}.FILTER(lang(?abstract) = 'en').FILTER(lang(?label) = 'en').} LIMIT 128 ,128.0,
64,SELECT DISTINCT * WHERE {?item rdf:type <http://dbpedia.org/class/yago/Vicinity108641113> . 	OPTIONAL {?item rdfs:label ?label}.OPTIONAL {?item geo:long  ?long}.OPTIONAL {?item geo:lat  ?lat}.OPTIONAL {?item <http://dbpedia.org/ontology/abstract> ?abstract}.FILTER(lang(?abstract) = 'en').FILTER(lang(?label) = 'en').} LIMIT 128 ,128.0,
65,SELECT DISTINCT * WHERE {?item rdf:type <http://dbpedia.org/class/yago/YagoLegalActorGeo> . 	OPTIONAL {?item rdfs:label ?label}.OPTIONAL {?item geo:long  ?long}.OPTIONAL {?item geo:lat  ?lat}.OPTIONAL {?item <http://dbpedia.org/ontology/abstract> ?abstract}.FILTER(lang(?abstract) = 'en').FILTER(lang(?label) = 'en').} LIMIT 128 ,128.0,
